"row_number"	"description"	"symbol_gene_string"	"ensembl_gene_string"
228	"Breast Neoplasms"	"{CYP4V2},{ENSG00000272297},{ENSG00000290316},{F11},{FAM149A},{KLKB1},{MTNR1A},{SORBS2},{TLR3}"	"{ENSG00000088926},{ENSG00000109794},{ENSG00000145476},{ENSG00000154556},{ENSG00000164342},{ENSG00000164344},{ENSG00000168412},{ENSG00000272297},{ENSG00000290316}"
229	"Breast Neoplasms"	"{ACRBP},{ANO2},{CD27},{CD4},{CD9},{CHD4},{COPS7A},{ENSG00000285238},{GAPDH},{IFFO1},{ING4},{LAG3},{LPAR5},{LTBR},{MLF2},{MRPL51},{NCAPD2},{NOP2},{PIANP},{PLEKHG6},{PTMS},{SCNN1A},{TAPBPL},{TNFRSF1A},{VAMP1},{VWF},{ZNF384}"	"{ENSG00000008323},{ENSG00000010278},{ENSG00000010292},{ENSG00000010295},{ENSG00000010610},{ENSG00000047617},{ENSG00000067182},{ENSG00000089692},{ENSG00000089693},{ENSG00000110799},{ENSG00000111319},{ENSG00000111321},{ENSG00000111639},{ENSG00000111640},{ENSG00000111641},{ENSG00000111642},{ENSG00000111644},{ENSG00000111652},{ENSG00000111653},{ENSG00000126746},{ENSG00000139190},{ENSG00000139192},{ENSG00000139193},{ENSG00000139200},{ENSG00000159335},{ENSG00000184574},{ENSG00000285238}"
230	"Breast Neoplasms"	"{CHD6},{EMILIN3},{LPIN3},{MAFB},{PLCG1},{TOP1},{ZHX3}"	"{ENSG00000124177},{ENSG00000124181},{ENSG00000132793},{ENSG00000174306},{ENSG00000183798},{ENSG00000198900},{ENSG00000204103}"
231	"Breast Neoplasms"	"{CASC3},{CCR7},{CDC6},{CSF3},{ENSG00000264058},{GJD3},{GSDMA},{GSDMB},{IGFBP4},{KRT10},{KRT12},{KRT20},{KRT222},{KRT24},{KRT25},{KRT26},{KRT27},{KRT28},{LRRC3C},{MED24},{MSL1},{NR1D1},{ORMDL3},{PSMD3},{RAPGEFL1},{RARA},{SMARCE1},{THRA},{TNS4},{TOP2A},{WIPF2}"	"{ENSG00000008838},{ENSG00000073584},{ENSG00000073605},{ENSG00000094804},{ENSG00000108342},{ENSG00000108344},{ENSG00000108349},{ENSG00000108352},{ENSG00000126351},{ENSG00000126353},{ENSG00000126368},{ENSG00000131746},{ENSG00000131747},{ENSG00000131759},{ENSG00000141753},{ENSG00000167914},{ENSG00000167916},{ENSG00000171431},{ENSG00000171446},{ENSG00000171475},{ENSG00000172057},{ENSG00000173908},{ENSG00000183153},{ENSG00000186393},{ENSG00000186395},{ENSG00000187242},{ENSG00000188895},{ENSG00000204897},{ENSG00000204913},{ENSG00000213424},{ENSG00000264058}"
232	"Breast Neoplasms"	"{ABCF1},{ATAT1},{C6orf136},{C6orf15},{CCHCR1},{CDSN},{DDR1},{DHX16},{FLOT1},{GNL1},{GTF2H4},{HCG22},{HLA-E},{IER3},{MDC1},{MRPS18B},{MUC21},{MUC22},{MUCL3},{NRM},{POU5F1},{PPP1R10},{PPP1R18},{PRR3},{PSORS1C1},{PSORS1C2},{RPP21},{SFTA2},{TCF19},{TRIM26},{TRIM39},{TRIM39-RPP21},{TUBB},{VARS2}"	"{ENSG00000137310},{ENSG00000137312},{ENSG00000137331},{ENSG00000137337},{ENSG00000137343},{ENSG00000137404},{ENSG00000137411},{ENSG00000146112},{ENSG00000168631},{ENSG00000196230},{ENSG00000196260},{ENSG00000204531},{ENSG00000204536},{ENSG00000204538},{ENSG00000204539},{ENSG00000204540},{ENSG00000204542},{ENSG00000204544},{ENSG00000204560},{ENSG00000204564},{ENSG00000204568},{ENSG00000204569},{ENSG00000204574},{ENSG00000204576},{ENSG00000204580},{ENSG00000204590},{ENSG00000204592},{ENSG00000204599},{ENSG00000213780},{ENSG00000228789},{ENSG00000234127},{ENSG00000241370},{ENSG00000248167},{ENSG00000261272}"
233	"Breast Neoplasms"	"{ADCYAP1},{CETN1},{CLUL1},{COLEC12},{ENOSF1},{THOC1},{TYMS},{USP14},{YES1}"	"{ENSG00000079101},{ENSG00000079134},{ENSG00000101557},{ENSG00000132199},{ENSG00000141433},{ENSG00000158270},{ENSG00000176105},{ENSG00000176890},{ENSG00000177143}"
234	"Breast Neoplasms"	"{ABCC10},{CAPN11},{CRIP3},{DLK2},{ENSG00000272442},{GTPBP2},{HSP90AB1},{LRRC73},{MAD2L1BP},{MRPL14},{MRPS18A},{MYMX},{NFKBIE},{POLH},{POLR1C},{RSPH9},{SLC22A7},{SLC29A1},{SLC35B2},{TJAP1},{TMEM151B},{TMEM63B},{TTBK1},{VEGFA},{XPO5},{YIPF3},{ZNF318}"	"{ENSG00000096080},{ENSG00000096384},{ENSG00000112715},{ENSG00000112759},{ENSG00000124571},{ENSG00000124574},{ENSG00000124688},{ENSG00000137204},{ENSG00000137207},{ENSG00000137216},{ENSG00000137221},{ENSG00000137225},{ENSG00000146215},{ENSG00000146216},{ENSG00000146232},{ENSG00000157593},{ENSG00000170734},{ENSG00000171453},{ENSG00000171462},{ENSG00000171467},{ENSG00000172426},{ENSG00000172432},{ENSG00000178233},{ENSG00000180992},{ENSG00000204052},{ENSG00000262179},{ENSG00000272442}"
235	"Bronchiolitis Obliterans"	"{FOCAD},{HACD4},{IFNA1},{IFNA10},{IFNA13},{IFNA14},{IFNA16},{IFNA17},{IFNA2},{IFNA21},{IFNA4},{IFNA5},{IFNA6},{IFNA7},{IFNA8},{IFNB1},{IFNE},{IFNW1},{KLHL9},{MTAP}"	"{ENSG00000099810},{ENSG00000120235},{ENSG00000120242},{ENSG00000137080},{ENSG00000147873},{ENSG00000147885},{ENSG00000171855},{ENSG00000177047},{ENSG00000184995},{ENSG00000186803},{ENSG00000188352},{ENSG00000188379},{ENSG00000188921},{ENSG00000197919},{ENSG00000198642},{ENSG00000214042},{ENSG00000228083},{ENSG00000233816},{ENSG00000234829},{ENSG00000236637}"
236	"Bulimia"	"{HTR2C},{IL13RA2},{LRCH2}"	"{ENSG00000123496},{ENSG00000130224},{ENSG00000147246}"
237	"Bulimia"	"{BLMH},{CPD},{EFCAB5},{GOSR1},{NSRP1},{SLC6A4},{SSH2},{TMIGD1}"	"{ENSG00000108576},{ENSG00000108578},{ENSG00000108582},{ENSG00000108587},{ENSG00000126653},{ENSG00000141298},{ENSG00000176927},{ENSG00000182271}"
238	"Burns"	"{EGFR},{LANCL2},{SEC61G},{VOPP1}"	"{ENSG00000132432},{ENSG00000132434},{ENSG00000146648},{ENSG00000154978}"
239	"Burns"	"{ADAD1},{BBS12},{FGF2},{IL2},{IL21},{NUDT6},{SPATA5}"	"{ENSG00000109471},{ENSG00000138684},{ENSG00000138685},{ENSG00000145375},{ENSG00000164113},{ENSG00000170917},{ENSG00000181004}"
240	"Burns"	"{ADRB3},{ASH2L},{BAG4},{DDHD2},{EIF4EBP1},{ENSG00000285880},{FGFR1},{GOT1L1},{LETM2},{LSM1},{NSD3},{PLEKHA2},{PLPP5},{STAR},{TACC1}"	"{ENSG00000077782},{ENSG00000085788},{ENSG00000129691},{ENSG00000147465},{ENSG00000147526},{ENSG00000147535},{ENSG00000147548},{ENSG00000156735},{ENSG00000165046},{ENSG00000169154},{ENSG00000169499},{ENSG00000175324},{ENSG00000187840},{ENSG00000188778},{ENSG00000285880}"
241	"Bursitis"	"{LHX6},{MORN5},{MRRF},{NDUFA8},{OR1B1},{OR1J1},{OR1J2},{OR1J4},{OR1K1},{OR1L1},{OR1L3},{OR1L4},{OR1L6},{OR1L8},{OR1N1},{OR1N2},{OR1Q1},{OR5C1},{PDCL},{PTGS1},{RBM18},{RC3H2},{TTLL11}"	"{ENSG00000056586},{ENSG00000095303},{ENSG00000106852},{ENSG00000119421},{ENSG00000119446},{ENSG00000136834},{ENSG00000136939},{ENSG00000136940},{ENSG00000148187},{ENSG00000148215},{ENSG00000165202},{ENSG00000165204},{ENSG00000171459},{ENSG00000171481},{ENSG00000171496},{ENSG00000171501},{ENSG00000171505},{ENSG00000173679},{ENSG00000175764},{ENSG00000185681},{ENSG00000197233},{ENSG00000239590},{ENSG00000280094}"
242	"Bursitis"	"{HMCN1},{ODR4},{PDC},{PLA2G4A},{PRG4},{PTGS2},{TPR}"	"{ENSG00000047410},{ENSG00000073756},{ENSG00000116690},{ENSG00000116703},{ENSG00000116711},{ENSG00000143341},{ENSG00000157181}"
243	"Cachexia"	"{FNDC3B},{GHSR},{NCEH1},{PLD1},{TMEM212},{TNFSF10}"	"{ENSG00000075420},{ENSG00000075651},{ENSG00000121853},{ENSG00000121858},{ENSG00000144959},{ENSG00000186329}"
244	"Cachexia"	"{ARHGAP42},{PGR},{TRPC6}"	"{ENSG00000082175},{ENSG00000137672},{ENSG00000165895}"
245	"Candidiasis"	"{ANKRD16},{ASB13},{FBH1},{GDI2},{IL15RA},{IL2RA},{PFKFB3},{PRKCQ},{RBM17},{TASOR2}"	"{ENSG00000057608},{ENSG00000065675},{ENSG00000108021},{ENSG00000134452},{ENSG00000134453},{ENSG00000134460},{ENSG00000134461},{ENSG00000134470},{ENSG00000170525},{ENSG00000196372}"
246	"Carcinoma, Non-Small-Cell Lung"	"{ABCB1},{ABCB4},{ADAM22},{CROT},{DBF4},{DMTF1},{ELAPOR2},{RUNDC3B},{SLC25A40},{TMEM243}"	"{ENSG00000005469},{ENSG00000005471},{ENSG00000006634},{ENSG00000008277},{ENSG00000075303},{ENSG00000085563},{ENSG00000105784},{ENSG00000135164},{ENSG00000135185},{ENSG00000164659}"
247	"Carcinoma, Non-Small-Cell Lung"	"{ALK},{CLIP4},{PCARE}"	"{ENSG00000115295},{ENSG00000171094},{ENSG00000179270}"
248	"Carcinoma, Non-Small-Cell Lung"	"{ADCK2},{BRAF},{DENND2A},{MKRN1},{MRPS33},{NDUFB2},{RAB19},{SLC37A3},{TMEM178B}"	"{ENSG00000090263},{ENSG00000090266},{ENSG00000133597},{ENSG00000133606},{ENSG00000146955},{ENSG00000146966},{ENSG00000157764},{ENSG00000157800},{ENSG00000261115}"
249	"Carcinoma, Non-Small-Cell Lung"	"{ARL13A},{ARMCX1},{ARMCX2},{ARMCX3},{ARMCX4},{ARMCX6},{BTK},{CENPI},{DRP2},{GLA},{HNRNPH2},{NOX1},{RPL36A},{RPL36A-HNRNPH2},{TAF7L},{TIMM8A},{TMEM35A},{TRMT2B},{XKRX}"	"{ENSG00000007952},{ENSG00000010671},{ENSG00000102384},{ENSG00000102385},{ENSG00000102387},{ENSG00000102393},{ENSG00000102401},{ENSG00000126945},{ENSG00000126947},{ENSG00000126950},{ENSG00000126953},{ENSG00000174225},{ENSG00000182489},{ENSG00000184867},{ENSG00000188917},{ENSG00000196440},{ENSG00000198960},{ENSG00000241343},{ENSG00000257529}"
250	"Carcinoma, Non-Small-Cell Lung"	"{CD274},{ERMP1},{INSL4},{INSL6},{JAK2},{KIAA2026},{MLANA},{PDCD1LG2},{PLGRKT},{RIC1},{RLN1},{RLN2}"	"{ENSG00000096968},{ENSG00000099219},{ENSG00000107014},{ENSG00000107018},{ENSG00000107020},{ENSG00000107036},{ENSG00000120210},{ENSG00000120211},{ENSG00000120215},{ENSG00000120217},{ENSG00000183354},{ENSG00000197646}"
251	"Carcinoma, Non-Small-Cell Lung"	"{ABI2},{CD28},{CTLA4},{ICOS},{RAPH1}"	"{ENSG00000138443},{ENSG00000163599},{ENSG00000163600},{ENSG00000173166},{ENSG00000178562}"
252	"Carcinoma, Non-Small-Cell Lung"	"{ANKRD34B},{DHFR},{FAM151B},{MSH3},{RASGRF2},{SERINC5},{SPZ1},{ZFYVE16}"	"{ENSG00000039319},{ENSG00000113318},{ENSG00000113319},{ENSG00000152380},{ENSG00000164299},{ENSG00000164300},{ENSG00000189127},{ENSG00000228716}"
253	"Carcinoma, Non-Small-Cell Lung"	"{EGFR},{SEC61G},{VSTM2A}"	"{ENSG00000132432},{ENSG00000146648},{ENSG00000170419}"
254	"Carcinoma, Non-Small-Cell Lung"	"{AGMAT},{ARHGEF19},{CASP9},{CELA2A},{CELA2B},{CLCNKA},{CLCNKB},{CPLANE2},{CTRC},{DDI2},{DNAJC16},{EFHD2},{EPHA2},{FAM131C},{FBLIM1},{FBXO42},{FHAD1},{HSPB7},{PLEKHM2},{RSC1A1},{SLC25A34},{SPEN},{SRARP},{SZRD1},{TMEM82},{UQCRHL},{ZBTB17}"	"{ENSG00000037637},{ENSG00000055070},{ENSG00000065526},{ENSG00000116138},{ENSG00000116771},{ENSG00000116786},{ENSG00000116809},{ENSG00000132881},{ENSG00000132906},{ENSG00000142615},{ENSG00000142621},{ENSG00000142627},{ENSG00000142632},{ENSG00000142634},{ENSG00000162438},{ENSG00000162458},{ENSG00000162460},{ENSG00000162461},{ENSG00000173641},{ENSG00000183888},{ENSG00000184908},{ENSG00000185519},{ENSG00000186510},{ENSG00000197312},{ENSG00000215695},{ENSG00000215704},{ENSG00000233954}"
255	"Carcinoma, Non-Small-Cell Lung"	"{CASC3},{CDK12},{CSF3},{ERBB2},{FBXL20},{GRB7},{GSDMA},{GSDMB},{IKZF3},{LRRC3C},{MED1},{MED24},{MIEN1},{MSL1},{NEUROD2},{NR1D1},{ORMDL3},{PGAP3},{PNMT},{PPP1R1B},{PSMD3},{RAPGEFL1},{STARD3},{TCAP},{THRA},{WIPF2},{ZPBP2}"	"{ENSG00000008838},{ENSG00000073605},{ENSG00000108306},{ENSG00000108342},{ENSG00000108344},{ENSG00000108349},{ENSG00000108352},{ENSG00000125686},{ENSG00000126351},{ENSG00000126368},{ENSG00000131748},{ENSG00000131771},{ENSG00000141736},{ENSG00000141738},{ENSG00000141741},{ENSG00000141744},{ENSG00000161395},{ENSG00000161405},{ENSG00000167258},{ENSG00000167914},{ENSG00000171475},{ENSG00000171532},{ENSG00000172057},{ENSG00000173991},{ENSG00000186075},{ENSG00000188895},{ENSG00000204913}"
256	"Carcinoma, Non-Small-Cell Lung"	"{ANKRD52},{APOF},{BLOC1S1},{CD63},{CDK2},{CNPY2},{COQ10A},{CS},{DGKA},{DNAJC14},{ENSG00000144785},{ENSG00000257390},{ENSG00000257411},{ENSG00000258311},{ENSG00000285528},{ERBB3},{ESYT1},{GDF11},{GLS2},{IKZF4},{IL23A},{ITGA7},{METTL7B},{MIP},{MMP19},{MYL6},{MYL6B},{NABP2},{OR10P1},{ORMDL2},{PA2G4},{PAN2},{PMEL},{PYM1},{RAB5B},{RBMS2},{RDH5},{RNF41},{RPL41},{RPS26},{SARNP},{SLC39A5},{SMARCC2},{SPRYD4},{STAT2},{SUOX},{TIMELESS},{ZC3H10}"	"{ENSG00000062485},{ENSG00000065357},{ENSG00000065361},{ENSG00000076067},{ENSG00000092841},{ENSG00000110944},{ENSG00000111540},{ENSG00000111602},{ENSG00000123342},{ENSG00000123353},{ENSG00000123374},{ENSG00000123411},{ENSG00000135392},{ENSG00000135404},{ENSG00000135414},{ENSG00000135423},{ENSG00000135424},{ENSG00000135437},{ENSG00000135441},{ENSG00000135469},{ENSG00000135473},{ENSG00000135482},{ENSG00000135517},{ENSG00000139531},{ENSG00000139540},{ENSG00000139579},{ENSG00000139613},{ENSG00000139641},{ENSG00000139645},{ENSG00000144785},{ENSG00000170439},{ENSG00000170473},{ENSG00000170515},{ENSG00000170581},{ENSG00000175336},{ENSG00000175398},{ENSG00000176422},{ENSG00000181852},{ENSG00000185664},{ENSG00000196465},{ENSG00000197728},{ENSG00000205323},{ENSG00000229117},{ENSG00000257390},{ENSG00000257411},{ENSG00000257727},{ENSG00000258311},{ENSG00000285528}"
257	"Carcinoma, Non-Small-Cell Lung"	"{ERBB4}"	"{ENSG00000178568}"
258	"Carcinoma, Non-Small-Cell Lung"	"{ADRB3},{ASH2L},{BAG4},{DDHD2},{EIF4EBP1},{ENSG00000285880},{FGFR1},{GOT1L1},{LETM2},{LSM1},{NSD3},{PLPP5},{RAB11FIP1},{STAR},{TACC1}"	"{ENSG00000077782},{ENSG00000085788},{ENSG00000129691},{ENSG00000147465},{ENSG00000147526},{ENSG00000147535},{ENSG00000147548},{ENSG00000156675},{ENSG00000156735},{ENSG00000165046},{ENSG00000169154},{ENSG00000175324},{ENSG00000187840},{ENSG00000188778},{ENSG00000285880}"
259	"Carcinoma, Non-Small-Cell Lung"	"{ATE1},{FGFR2},{NSMCE4A},{TACC2}"	"{ENSG00000066468},{ENSG00000107669},{ENSG00000107672},{ENSG00000138162}"
260	"Carcinoma, Non-Small-Cell Lung"	"{C4orf48},{ENSG00000290263},{FAM53A},{FGFR3},{HAUS3},{LETM1},{MAEA},{MXD4},{NAT8L},{NELFA},{NKX1-1},{NSD2},{POLN},{SLBP},{TACC3},{TMEM129},{UVSSA},{ZFYVE28}"	"{ENSG00000013810},{ENSG00000068078},{ENSG00000090316},{ENSG00000109685},{ENSG00000123933},{ENSG00000130997},{ENSG00000159733},{ENSG00000163945},{ENSG00000163950},{ENSG00000168924},{ENSG00000168936},{ENSG00000174137},{ENSG00000185049},{ENSG00000185818},{ENSG00000214367},{ENSG00000235608},{ENSG00000243449},{ENSG00000290263}"
261	"Carcinoma, Non-Small-Cell Lung"	"{CDHR2},{DBN1},{DDX41},{DOK3},{EIF4E1B},{F12},{FAM193B},{FGFR4},{GPRIN1},{GRK6},{HK3},{LMAN2},{MXD3},{NSD1},{PDLIM7},{PFN3},{PRELID1},{PRR7},{RAB24},{RGS14},{SLC34A1},{SNCB},{TMED9},{TSPAN17},{UIMC1},{UNC5A},{ZNF346}"	"{ENSG00000048140},{ENSG00000074276},{ENSG00000074317},{ENSG00000087206},{ENSG00000113758},{ENSG00000113761},{ENSG00000113763},{ENSG00000131183},{ENSG00000131187},{ENSG00000131188},{ENSG00000146067},{ENSG00000146094},{ENSG00000160867},{ENSG00000160883},{ENSG00000165671},{ENSG00000169220},{ENSG00000169223},{ENSG00000169228},{ENSG00000169230},{ENSG00000169258},{ENSG00000175766},{ENSG00000183258},{ENSG00000184840},{ENSG00000196570},{ENSG00000196923},{ENSG00000198055},{ENSG00000213347}"
262	"Carcinoma, Non-Small-Cell Lung"	"{CDX2},{FLT1},{FLT3},{MTUS2},{PAN3},{PDX1},{POMP},{SLC46A3},{URAD}"	"{ENSG00000102755},{ENSG00000122025},{ENSG00000132938},{ENSG00000132963},{ENSG00000139508},{ENSG00000139515},{ENSG00000152520},{ENSG00000165556},{ENSG00000183463}"
263	"Carcinoma, Non-Small-Cell Lung"	"{BTNL3},{BTNL8},{BTNL9},{CNOT6},{FLT4},{MGAT1},{OR2V1},{OR2V2},{OR2Y1},{RACK1},{SCGB3A1},{TRIM41},{TRIM52},{TRIM7},{ZFP62}"	"{ENSG00000037280},{ENSG00000113300},{ENSG00000113303},{ENSG00000131446},{ENSG00000146054},{ENSG00000146063},{ENSG00000161055},{ENSG00000165810},{ENSG00000168903},{ENSG00000174339},{ENSG00000182613},{ENSG00000183718},{ENSG00000185372},{ENSG00000196670},{ENSG00000204628}"
264	"Carcinoma, Non-Small-Cell Lung"	"{FOLH1},{TRIM49B},{TRIM51G},{TRIM64C}"	"{ENSG00000086205},{ENSG00000182053},{ENSG00000214891},{ENSG00000220948}"
265	"Carcinoma, Non-Small-Cell Lung"	"{ATP5PO},{CRYZL1},{DNAJC28},{DONSON},{ENSG00000249209},{ENSG00000249624},{GART},{IFNAR1},{IFNAR2},{IFNGR2},{IL10RB},{ITSN1},{MRPS6},{SLC5A3},{SON},{TMEM50B}"	"{ENSG00000142166},{ENSG00000142188},{ENSG00000159110},{ENSG00000159128},{ENSG00000159131},{ENSG00000159140},{ENSG00000159147},{ENSG00000177692},{ENSG00000198743},{ENSG00000205726},{ENSG00000205758},{ENSG00000241837},{ENSG00000243646},{ENSG00000243927},{ENSG00000249209},{ENSG00000249624}"
266	"Carcinoma, Non-Small-Cell Lung"	"{CLOCK},{ENSG00000288695},{KDR},{KIT},{NMU},{PDCL2},{SRD5A3},{TMEM165}"	"{ENSG00000109255},{ENSG00000128039},{ENSG00000128052},{ENSG00000134851},{ENSG00000134852},{ENSG00000157404},{ENSG00000163440},{ENSG00000288695}"
267	"Carcinoma, Non-Small-Cell Lung"	"{BCAT1},{DNAI7},{ETFRF1},{IRAG2},{KRAS},{LMNTD1}"	"{ENSG00000060982},{ENSG00000118307},{ENSG00000118308},{ENSG00000133703},{ENSG00000152936},{ENSG00000205707}"
268	"Carcinoma, Non-Small-Cell Lung"	"{CHCHD7},{LYN},{MOS},{PENK},{PLAG1},{RPS20},{SDR16C5},{TGS1},{TMEM68}"	"{ENSG00000008988},{ENSG00000137574},{ENSG00000167904},{ENSG00000170786},{ENSG00000170791},{ENSG00000172680},{ENSG00000181195},{ENSG00000181690},{ENSG00000254087}"
269	"Carcinoma, Non-Small-Cell Lung"	"{DIS3L},{LCTL},{MAP2K1},{MEGF11},{RPL4},{SMAD6},{SNAPC5},{TIPIN},{ZWILCH}"	"{ENSG00000075131},{ENSG00000137834},{ENSG00000157890},{ENSG00000166938},{ENSG00000169032},{ENSG00000174442},{ENSG00000174444},{ENSG00000174446},{ENSG00000188501}"
270	"Carcinoma, Non-Small-Cell Lung"	"{ANKRD24},{APBA3},{ATCAY},{CACTIN},{CHAF1A},{CREB3L3},{DAPK3},{DOHH},{EBI3},{EEF2},{FSD1},{FZR1},{GIPC3},{HMG20B},{MAP2K2},{MATK},{MFSD12},{MPND},{MRPL54},{NFIC},{NMRK2},{PIAS4},{PIP5K1C},{RAX2},{SH3GL1},{SHD},{SIRT6},{SMIM24},{SMIM44},{STAP2},{TBXA2R},{TEKTIP1},{TJP3},{TMIGD2},{UBXN6},{YJU2},{ZBTB7A},{ZFR2}"	"{ENSG00000006638},{ENSG00000007264},{ENSG00000008382},{ENSG00000011132},{ENSG00000060566},{ENSG00000064961},{ENSG00000077009},{ENSG00000077463},{ENSG00000089847},{ENSG00000095932},{ENSG00000105229},{ENSG00000105246},{ENSG00000105248},{ENSG00000105251},{ENSG00000105255},{ENSG00000105278},{ENSG00000105289},{ENSG00000105298},{ENSG00000105325},{ENSG00000126934},{ENSG00000129932},{ENSG00000141905},{ENSG00000141985},{ENSG00000161091},{ENSG00000167654},{ENSG00000167657},{ENSG00000167658},{ENSG00000167664},{ENSG00000167670},{ENSG00000167671},{ENSG00000173976},{ENSG00000178078},{ENSG00000178951},{ENSG00000179855},{ENSG00000183397},{ENSG00000183617},{ENSG00000186111},{ENSG00000284638}"
271	"Carcinoma, Non-Small-Cell Lung"	"{ARHGEF11},{BCAN},{CRABP2},{ETV3},{ETV3L},{FCRL4},{FCRL5},{HDGF},{INSRR},{ISG20L2},{LRRC71},{METTL25B},{MRPL24},{NES},{NTRK1},{PEAR1},{PRCC},{SH2D2A}"	"{ENSG00000027644},{ENSG00000027869},{ENSG00000117036},{ENSG00000132688},{ENSG00000132692},{ENSG00000132694},{ENSG00000143294},{ENSG00000143297},{ENSG00000143303},{ENSG00000143314},{ENSG00000143319},{ENSG00000143320},{ENSG00000143321},{ENSG00000160838},{ENSG00000163518},{ENSG00000187800},{ENSG00000198400},{ENSG00000253831}"
272	"Carcinoma, Non-Small-Cell Lung"	"{NTRK2}"	"{ENSG00000148053}"
273	"Carcinoma, Non-Small-Cell Lung"	"{ACAN},{AEN},{DET1},{ENSG00000173867},{HAPLN3},{ISG20},{MFGE8},{MRPL46},{MRPS11},{NTRK3}"	"{ENSG00000140511},{ENSG00000140538},{ENSG00000140543},{ENSG00000140545},{ENSG00000157766},{ENSG00000172183},{ENSG00000173867},{ENSG00000181026},{ENSG00000181991},{ENSG00000259494}"
274	"Carcinoma, Non-Small-Cell Lung"	"{ATG4B},{BOK},{D2HGDH},{DTYMK},{FAM240C},{FARP2},{GAL3ST2},{ING5},{NEU4},{PDCD1},{RTP5},{STK25},{THAP4}"	"{ENSG00000006607},{ENSG00000115694},{ENSG00000154252},{ENSG00000168393},{ENSG00000168395},{ENSG00000168397},{ENSG00000176720},{ENSG00000176946},{ENSG00000180902},{ENSG00000188011},{ENSG00000188389},{ENSG00000204099},{ENSG00000216921}"
275	"Carcinoma, Non-Small-Cell Lung"	"{CHIC2},{ENSG00000282278},{GSX2},{PDGFRA}"	"{ENSG00000109220},{ENSG00000134853},{ENSG00000180613},{ENSG00000282278}"
276	"Carcinoma, Non-Small-Cell Lung"	"{BMS1},{CSGALNACT2},{FXYD4},{HNRNPF},{RASGEF1A},{RET},{ZNF239},{ZNF33B},{ZNF487}"	"{ENSG00000150201},{ENSG00000165731},{ENSG00000165733},{ENSG00000169813},{ENSG00000169826},{ENSG00000196693},{ENSG00000196793},{ENSG00000198915},{ENSG00000243660}"
277	"Carcinoma, Non-Small-Cell Lung"	"{DCBLD1},{ENSG00000282218},{GOPC},{NUS1},{RFX6},{ROS1},{VGLL2}"	"{ENSG00000047932},{ENSG00000047936},{ENSG00000153989},{ENSG00000164465},{ENSG00000170162},{ENSG00000185002},{ENSG00000282218}"
278	"Carcinoma, Non-Small-Cell Lung"	"{ABCF1},{ATAT1},{C6orf136},{C6orf15},{CCHCR1},{CDSN},{DDR1},{DHX16},{FLOT1},{GNL1},{GTF2H4},{HCG22},{HLA-E},{IER3},{MDC1},{MRPS18B},{MUC21},{MUC22},{MUCL3},{NRM},{POU5F1},{PPP1R10},{PPP1R18},{PRR3},{PSORS1C1},{PSORS1C2},{RPP21},{SFTA2},{TCF19},{TRIM26},{TRIM39},{TRIM39-RPP21},{TUBB},{VARS2}"	"{ENSG00000137310},{ENSG00000137312},{ENSG00000137331},{ENSG00000137337},{ENSG00000137343},{ENSG00000137404},{ENSG00000137411},{ENSG00000146112},{ENSG00000168631},{ENSG00000196230},{ENSG00000196260},{ENSG00000204531},{ENSG00000204536},{ENSG00000204538},{ENSG00000204539},{ENSG00000204540},{ENSG00000204542},{ENSG00000204544},{ENSG00000204560},{ENSG00000204564},{ENSG00000204568},{ENSG00000204569},{ENSG00000204574},{ENSG00000204576},{ENSG00000204580},{ENSG00000204590},{ENSG00000204592},{ENSG00000204599},{ENSG00000213780},{ENSG00000228789},{ENSG00000234127},{ENSG00000241370},{ENSG00000248167},{ENSG00000261272}"
279	"Carcinoma, Non-Small-Cell Lung"	"{ADCYAP1},{CETN1},{CLUL1},{COLEC12},{ENOSF1},{THOC1},{TYMS},{USP14},{YES1}"	"{ENSG00000079101},{ENSG00000079134},{ENSG00000101557},{ENSG00000132199},{ENSG00000141433},{ENSG00000158270},{ENSG00000176105},{ENSG00000176890},{ENSG00000177143}"
280	"Carcinoma, Non-Small-Cell Lung"	"{ABCC10},{CAPN11},{CRIP3},{DLK2},{ENSG00000272442},{GTPBP2},{HSP90AB1},{LRRC73},{MAD2L1BP},{MRPL14},{MRPS18A},{MYMX},{NFKBIE},{POLH},{POLR1C},{RSPH9},{SLC22A7},{SLC29A1},{SLC35B2},{TJAP1},{TMEM151B},{TMEM63B},{TTBK1},{VEGFA},{XPO5},{YIPF3},{ZNF318}"	"{ENSG00000096080},{ENSG00000096384},{ENSG00000112715},{ENSG00000112759},{ENSG00000124571},{ENSG00000124574},{ENSG00000124688},{ENSG00000137204},{ENSG00000137207},{ENSG00000137216},{ENSG00000137221},{ENSG00000137225},{ENSG00000146215},{ENSG00000146216},{ENSG00000146232},{ENSG00000157593},{ENSG00000170734},{ENSG00000171453},{ENSG00000171462},{ENSG00000171467},{ENSG00000172426},{ENSG00000172432},{ENSG00000178233},{ENSG00000180992},{ENSG00000204052},{ENSG00000262179},{ENSG00000272442}"
