"row_number"	"description"	"symbol_gene_string"	"ensembl_gene_string"
139	"Constipation"	"{CPT2},{CZIB},{DMRTB1},{ECHDC2},{GLIS1},{LRP8},{MAGOH},{PODN},{SCP2},{SLC1A7},{ZYG11A},{ZYG11B}"	"{ENSG00000116171},{ENSG00000121310},{ENSG00000143006},{ENSG00000157184},{ENSG00000157193},{ENSG00000162378},{ENSG00000162383},{ENSG00000162384},{ENSG00000162385},{ENSG00000174332},{ENSG00000174348},{ENSG00000203995}"
140	"Metabolite levels (aminoisobutyric_acid; 2-aminoisobutyric acid)"	"{BEST2},{CACNA1A},{CALR},{DAND5},{DHPS},{DNASE2},{ENSG00000196826},{ENSG00000268870},{ENSG00000269242},{ENSG00000269590},{ENSG00000269693},{ENSG00000269755},{ENSG00000285589},{FARSA},{FBXW9},{GADD45GIP1},{GCDH},{GET3},{GNG14},{HOOK2},{IER2},{JUNB},{KLF1},{LYL1},{MAN2B1},{MAST1},{NACC1},{NFIX},{PRDX2},{RAD23A},{RNASEH2A},{RTBDN},{STX10},{SYCE2},{THSD8},{TNPO2},{TRIR},{TRMT1},{WDR83},{WDR83OS},{ZNF443},{ZNF490},{ZNF564},{ZNF709},{ZNF791},{ZNF799}"	"{ENSG00000008441},{ENSG00000039987},{ENSG00000095059},{ENSG00000095066},{ENSG00000104774},{ENSG00000104889},{ENSG00000104903},{ENSG00000104907},{ENSG00000104915},{ENSG00000105576},{ENSG00000105583},{ENSG00000105607},{ENSG00000105610},{ENSG00000105612},{ENSG00000105613},{ENSG00000123144},{ENSG00000123154},{ENSG00000132004},{ENSG00000132026},{ENSG00000141837},{ENSG00000160877},{ENSG00000160888},{ENSG00000161860},{ENSG00000167815},{ENSG00000171223},{ENSG00000173875},{ENSG00000179115},{ENSG00000179218},{ENSG00000179262},{ENSG00000179271},{ENSG00000179284},{ENSG00000180855},{ENSG00000188033},{ENSG00000196466},{ENSG00000196826},{ENSG00000198356},{ENSG00000242852},{ENSG00000249709},{ENSG00000268870},{ENSG00000269242},{ENSG00000269590},{ENSG00000269693},{ENSG00000269755},{ENSG00000283980},{ENSG00000284491},{ENSG00000285589}"
141	"Eosinophil side fluorescence"	"{ATP11B},{B3GNT5},{DCUN1D1},{KLHL6},{LAMP3},{MCCC1},{MCF2L2}"	"{ENSG00000043093},{ENSG00000053524},{ENSG00000058063},{ENSG00000078070},{ENSG00000078081},{ENSG00000172578},{ENSG00000176597}"
142	"High density lipoprotein cholesterol"	"{ATXN1},{ENSG00000288708},{GMPR},{MYLIP}"	"{ENSG00000007944},{ENSG00000124788},{ENSG00000137198},{ENSG00000288708}"
143	"Neoplasms, Squamous Cell"	"{COBL},{DDC},{FIGNL1},{GRB10},{IKZF1},{SPATA48},{ZPBP}"	"{ENSG00000042813},{ENSG00000106070},{ENSG00000106078},{ENSG00000132436},{ENSG00000132437},{ENSG00000164500},{ENSG00000185811}"
144	"Eye Diseases"	"{CERCAM},{COQ4},{CRAT},{DOLK},{DOLPP1},{DYNC2I2},{ENDOG},{ENSG00000235007},{ENSG00000251184},{ENSG00000286112},{GLE1},{IER5L},{KYAT1},{LRRC8A},{MIGA2},{NUP188},{ODF2},{PHYHD1},{PKN3},{PTPA},{SET},{SH3GLB2},{SLC27A4},{SPOUT1},{SPTAN1},{TBC1D13},{TRUB2},{URM1},{ZDHHC12},{ZER1}"	"{ENSG00000095319},{ENSG00000095321},{ENSG00000107021},{ENSG00000119333},{ENSG00000119335},{ENSG00000119383},{ENSG00000119392},{ENSG00000136802},{ENSG00000136811},{ENSG00000148341},{ENSG00000148343},{ENSG00000160445},{ENSG00000160446},{ENSG00000160447},{ENSG00000167112},{ENSG00000167113},{ENSG00000167114},{ENSG00000167118},{ENSG00000167123},{ENSG00000167130},{ENSG00000167136},{ENSG00000171097},{ENSG00000175283},{ENSG00000175287},{ENSG00000188483},{ENSG00000197694},{ENSG00000198917},{ENSG00000235007},{ENSG00000251184},{ENSG00000286112}"
145	"Diabetic Nephropathies"	"{ACAT2},{IGF2R},{LPA},{MAS1},{MRPL18},{PNLDC1},{SLC22A1},{SLC22A2},{SLC22A3},{SOD2},{TCP1},{WTAP}"	"{ENSG00000112110},{ENSG00000112499},{ENSG00000120437},{ENSG00000120438},{ENSG00000130368},{ENSG00000146453},{ENSG00000146457},{ENSG00000146477},{ENSG00000175003},{ENSG00000197081},{ENSG00000198670},{ENSG00000291237}"
146	"Polycystic Ovary Syndrome"	"{ETFA},{ISL2},{PEAK1},{PSTPIP1},{RCN2},{SCAPER},{TSPAN3}"	"{ENSG00000117906},{ENSG00000140368},{ENSG00000140374},{ENSG00000140386},{ENSG00000140391},{ENSG00000159556},{ENSG00000173517}"
147	"Tuberous Sclerosis"	"{ITM2B},{MED4},{NUDT15},{RB1},{SUCLA2}"	"{ENSG00000136143},{ENSG00000136146},{ENSG00000136156},{ENSG00000136159},{ENSG00000139687}"
148	"Metabolite levels (N-formylanthranilic acid)"	"{ACADM},{ASB17},{MSH4},{RABGGTB},{SLC44A5},{ST6GALNAC3}"	"{ENSG00000057468},{ENSG00000117054},{ENSG00000137955},{ENSG00000137968},{ENSG00000154007},{ENSG00000184005}"
149	"Bronchiolitis Obliterans"	"{AHNAK},{ASRGL1},{B3GAT3},{BEST1},{BSCL2},{C11orf98},{CSKMT},{EEF1G},{EML3},{ENSG00000255432},{ENSG00000255508},{FTH1},{GANAB},{GNG3},{HNRNPUL2},{HNRNPUL2-BSCL2},{INCENP},{INTS5},{LBHD1},{LRRN4CL},{MTA2},{NXF1},{POLR2G},{RAB3IL1},{ROM1},{SCGB1A1},{SCGB1D1},{SCGB1D2},{SCGB1D4},{SCGB2A1},{SCGB2A2},{SLC3A2},{STX5},{TAF6L},{TEX54},{TMEM179B},{TMEM223},{TTC9C},{TUT1},{UBXN1},{UQCC3},{WDR74},{ZBTB3}"	"{ENSG00000089597},{ENSG00000110484},{ENSG00000124935},{ENSG00000124939},{ENSG00000124942},{ENSG00000133316},{ENSG00000149016},{ENSG00000149021},{ENSG00000149480},{ENSG00000149489},{ENSG00000149499},{ENSG00000149503},{ENSG00000149541},{ENSG00000162174},{ENSG00000162188},{ENSG00000162191},{ENSG00000162194},{ENSG00000162222},{ENSG00000162227},{ENSG00000162231},{ENSG00000162236},{ENSG00000167994},{ENSG00000167995},{ENSG00000167996},{ENSG00000168000},{ENSG00000168002},{ENSG00000168003},{ENSG00000168515},{ENSG00000168569},{ENSG00000177363},{ENSG00000185085},{ENSG00000185475},{ENSG00000185670},{ENSG00000197745},{ENSG00000204922},{ENSG00000214753},{ENSG00000214756},{ENSG00000234857},{ENSG00000254772},{ENSG00000255432},{ENSG00000255508},{ENSG00000278615},{ENSG00000283268}"
150	"Metabolite levels (Fibrinopeptide A (7-16))"	"{ASPG},{ATP5MJ},{C14orf180},{ENSG00000256500},{KIF26A},{KLC1},{PPP1R13B},{RD3L},{TDRD9},{TMEM179},{XRCC3},{ZFYVE21}"	"{ENSG00000066735},{ENSG00000088808},{ENSG00000100711},{ENSG00000126214},{ENSG00000126215},{ENSG00000156411},{ENSG00000156414},{ENSG00000166183},{ENSG00000184601},{ENSG00000227729},{ENSG00000256500},{ENSG00000258986}"
151	"Edema, Cardiac"	"{BANP},{CA5A},{FBXO31},{JPH3},{KLHDC4},{MAP1LC3B},{SLC7A5},{ZCCHC14}"	"{ENSG00000103257},{ENSG00000103264},{ENSG00000104731},{ENSG00000140941},{ENSG00000140948},{ENSG00000154118},{ENSG00000172530},{ENSG00000174990}"
152	"Neutropenia"	"{ADAM30},{HAO2},{HMGCS2},{HSD3B1},{HSD3B2},{NOTCH2},{PHGDH},{REG4},{SEC22B},{ZNF697}"	"{ENSG00000092621},{ENSG00000116882},{ENSG00000134193},{ENSG00000134240},{ENSG00000134249},{ENSG00000134250},{ENSG00000143067},{ENSG00000203857},{ENSG00000203859},{ENSG00000265808}"
153	"Diabetes Mellitus, Type 2"	"{ASIC5},{CTSO},{GUCY1A1},{GUCY1B1},{TDO2}"	"{ENSG00000061918},{ENSG00000151790},{ENSG00000164116},{ENSG00000256043},{ENSG00000256394}"
154	"Lymphocyte count"	"{ACSL6},{CCNI2},{CSF2},{ENSG00000281938},{ENSG00000283782},{IL13},{IL3},{IL4},{IL5},{IRF1},{KIF3A},{MEIKIN},{P4HA2},{PDLIM4},{RAD50},{SEPTIN8},{SHROOM1},{SLC22A4},{SLC22A5},{SOWAHA}"	"{ENSG00000072682},{ENSG00000113520},{ENSG00000113522},{ENSG00000113525},{ENSG00000125347},{ENSG00000131435},{ENSG00000131437},{ENSG00000164398},{ENSG00000164399},{ENSG00000164400},{ENSG00000164402},{ENSG00000164403},{ENSG00000169194},{ENSG00000197208},{ENSG00000197375},{ENSG00000198944},{ENSG00000205089},{ENSG00000239642},{ENSG00000281938},{ENSG00000283782}"
155	"Glioblastoma"	"{C2CD4D},{CELF3},{CGN},{CRNN},{FLG},{FLG2},{HRNR},{LINGO4},{MRPL9},{OAZ3},{POGZ},{RIIAD1},{RORC},{RPTN},{S100A10},{S100A11},{SNX27},{TCHH},{TCHHL1},{TDRKH},{THEM4},{THEM5},{TUFT1}"	"{ENSG00000143365},{ENSG00000143367},{ENSG00000143375},{ENSG00000143376},{ENSG00000143436},{ENSG00000143442},{ENSG00000143450},{ENSG00000143520},{ENSG00000143536},{ENSG00000143631},{ENSG00000159409},{ENSG00000159445},{ENSG00000159450},{ENSG00000163191},{ENSG00000178796},{ENSG00000182134},{ENSG00000182898},{ENSG00000196407},{ENSG00000197747},{ENSG00000197915},{ENSG00000213171},{ENSG00000215853},{ENSG00000225556}"
156	"Red cell distribution width - standard deviation"	"{FMO1},{FMO2},{FMO3},{FMO4},{MROH9},{MYOCOS},{PRRC2C},{PRRX1}"	"{ENSG00000007933},{ENSG00000010932},{ENSG00000076258},{ENSG00000094963},{ENSG00000116132},{ENSG00000117501},{ENSG00000117523},{ENSG00000283683}"
157	"Neurofibromatosis 1"	"{ARRDC2},{CERS1},{COMP},{COPE},{CRLF1},{CRTC1},{DDX49},{ELL},{ENSG00000268173},{ENSG00000268193},{ENSG00000284797},{ENSG00000285188},{FKBP8},{GDF1},{GDF15},{HOMER3},{IFI30},{IL12RB1},{IQCN},{ISYNA1},{JUND},{KLHL26},{KXD1},{LRRC25},{LSM4},{MAST3},{MPV17L2},{PDE4C},{PGPEP1},{PIK3R2},{RAB3A},{REX1BD},{SSBP4},{SUGP2},{TMEM59L},{UBA52},{UPF1}"	"{ENSG00000005007},{ENSG00000006015},{ENSG00000006016},{ENSG00000051128},{ENSG00000064607},{ENSG00000096996},{ENSG00000099308},{ENSG00000105643},{ENSG00000105647},{ENSG00000105649},{ENSG00000105650},{ENSG00000105655},{ENSG00000105656},{ENSG00000105662},{ENSG00000105664},{ENSG00000105669},{ENSG00000105671},{ENSG00000105696},{ENSG00000105700},{ENSG00000105701},{ENSG00000130283},{ENSG00000130511},{ENSG00000130513},{ENSG00000130517},{ENSG00000130518},{ENSG00000130520},{ENSG00000130522},{ENSG00000167487},{ENSG00000175489},{ENSG00000216490},{ENSG00000221983},{ENSG00000223802},{ENSG00000254858},{ENSG00000268173},{ENSG00000268193},{ENSG00000284797},{ENSG00000285188}"
158	"Neutrophil forward scatter"	"{ABCC2},{BLOC1S2},{CHUK},{CPN1},{CWF19L1},{DNMBP},{ENSG00000255339},{ERLIN1},{HIF1AN},{NDUFB8},{PAX2},{PKD2L1},{SCD},{SEC31B},{WNT8B}"	"{ENSG00000023839},{ENSG00000075290},{ENSG00000075826},{ENSG00000075891},{ENSG00000095485},{ENSG00000099194},{ENSG00000107554},{ENSG00000107566},{ENSG00000107593},{ENSG00000120054},{ENSG00000166135},{ENSG00000166136},{ENSG00000196072},{ENSG00000213341},{ENSG00000255339}"
159	"Medium fluorescent percentage of reticulocytes"	"{ABCB8},{ABCF2},{ABCF2-H2BK1},{AGAP3},{AOC1},{ASB10},{ASIC3},{ATG9B},{CDK5},{CHPF2},{ENSG00000284691},{ENSG00000288608},{FASTK},{GBX1},{GIMAP1},{GIMAP1-GIMAP5},{GIMAP2},{GIMAP4},{GIMAP5},{GIMAP6},{GIMAP7},{GIMAP8},{H2BK1},{IQCA1L},{KCNH2},{NOS3},{NUB1},{REPIN1},{SLC4A2},{SMARCD3},{TMEM176A},{TMEM176B},{TMUB1},{ZNF775}"	"{ENSG00000002726},{ENSG00000002933},{ENSG00000013374},{ENSG00000033050},{ENSG00000033100},{ENSG00000055118},{ENSG00000082014},{ENSG00000106560},{ENSG00000106565},{ENSG00000133561},{ENSG00000133574},{ENSG00000133612},{ENSG00000146926},{ENSG00000164867},{ENSG00000164885},{ENSG00000164889},{ENSG00000164896},{ENSG00000164897},{ENSG00000164900},{ENSG00000171115},{ENSG00000179144},{ENSG00000181652},{ENSG00000196329},{ENSG00000196456},{ENSG00000197150},{ENSG00000213199},{ENSG00000213203},{ENSG00000214022},{ENSG00000278685},{ENSG00000281887},{ENSG00000284691},{ENSG00000285292},{ENSG00000285480},{ENSG00000288608}"
160	"Reticulocyte haemoglobin equivalent"	"{ADAM8},{ADGRA1},{CALY},{CFAP46},{CYP2E1},{ECHS1},{ENSG00000254536},{FRG2B},{FUOM},{KNDC1},{MTG1},{PAOX},{PRAP1},{SCART1},{SPRN},{SYCE1},{TUBGCP2},{UTF1},{VENTX},{ZNF511},{ZNF511-PRAP1}"	"{ENSG00000127884},{ENSG00000130640},{ENSG00000130643},{ENSG00000130649},{ENSG00000148803},{ENSG00000148824},{ENSG00000148832},{ENSG00000151650},{ENSG00000151651},{ENSG00000165828},{ENSG00000171772},{ENSG00000171794},{ENSG00000171798},{ENSG00000171811},{ENSG00000197177},{ENSG00000198546},{ENSG00000203772},{ENSG00000214279},{ENSG00000225899},{ENSG00000254536},{ENSG00000283496}"
161	"Ulcer"	"{ACTG2},{ALMS1},{BOLA3},{C2orf78},{CCT7},{DGUOK},{DUSP11},{EGR4},{FBXO41},{NAT8},{NAT8B},{NOTO},{PRADC1},{SMYD5},{STAMBP},{TET3},{TPRKB}"	"{ENSG00000114956},{ENSG00000116127},{ENSG00000124356},{ENSG00000135617},{ENSG00000135624},{ENSG00000135625},{ENSG00000135632},{ENSG00000144034},{ENSG00000144035},{ENSG00000144048},{ENSG00000163013},{ENSG00000163017},{ENSG00000163170},{ENSG00000187605},{ENSG00000187833},{ENSG00000204872},{ENSG00000214513}"
162	"alpha-ketoisovalerate urine (alpha-Ketoisovaleric acid)"	"{ACMSD},{CCNT2},{MAP3K19},{MGAT5},{RAB3GAP1},{TMEM163},{ZRANB3}"	"{ENSG00000082258},{ENSG00000115839},{ENSG00000121988},{ENSG00000152127},{ENSG00000152128},{ENSG00000153086},{ENSG00000176601}"
163	"Lewy Body Disease"	"{ACADL},{CPS1},{KANSL1L},{LANCL1},{MAP2},{MYL1},{RPE},{UNC80}"	"{ENSG00000021826},{ENSG00000078018},{ENSG00000115361},{ENSG00000115365},{ENSG00000144406},{ENSG00000144445},{ENSG00000168530},{ENSG00000197713}"
164	"Mastocytosis"	"{ARVCF},{CCDC188},{CDC45},{CLDN5},{COMT},{DGCR6L},{DGCR8},{ENSG00000277971},{ENSG00000284874},{GNB1L},{GP1BB},{KLHL22},{RANBP1},{RTL10},{RTN4R},{SCARF2},{SEPTIN5},{TANGO2},{TBX1},{TRMT2A},{TXNRD2},{UFD1},{ZDHHC8},{ZNF74}"	"{ENSG00000040608},{ENSG00000070010},{ENSG00000093009},{ENSG00000093010},{ENSG00000099889},{ENSG00000099899},{ENSG00000099901},{ENSG00000099904},{ENSG00000099910},{ENSG00000128185},{ENSG00000128191},{ENSG00000183597},{ENSG00000184058},{ENSG00000184113},{ENSG00000184470},{ENSG00000184702},{ENSG00000185252},{ENSG00000185838},{ENSG00000203618},{ENSG00000215012},{ENSG00000234409},{ENSG00000244486},{ENSG00000277971},{ENSG00000284874}"
165	"Exocrine Pancreatic Insufficiency"	"{ACR},{ADM2},{ARSA},{CHKB},{CHKB-CPT1B},{CPT1B},{DENND6B},{HDAC10},{KLHDC7B},{LMF2},{MAPK11},{MAPK12},{MAPK8IP2},{MIOX},{MOV10L1},{NCAPH2},{ODF3B},{PANX2},{PLXNB2},{PPP6R2},{RABL2B},{SBF1},{SCO2},{SELENOO},{SHANK3},{SYCE3},{TRABD},{TUBGCP6},{TYMP}"	"{ENSG00000008735},{ENSG00000025708},{ENSG00000025770},{ENSG00000073146},{ENSG00000073150},{ENSG00000073169},{ENSG00000079974},{ENSG00000100239},{ENSG00000100241},{ENSG00000100253},{ENSG00000100258},{ENSG00000100288},{ENSG00000100299},{ENSG00000100312},{ENSG00000100429},{ENSG00000128159},{ENSG00000128165},{ENSG00000130487},{ENSG00000170638},{ENSG00000177989},{ENSG00000185386},{ENSG00000188130},{ENSG00000196576},{ENSG00000205560},{ENSG00000205593},{ENSG00000217442},{ENSG00000251322},{ENSG00000254413},{ENSG00000284194}"
166	"Familial Mediterranean Fever"	"{ABHD1},{AGBL5},{ATRAID},{C2orf16},{CAD},{CCDC121},{CENPA},{CGREF1},{DNAJC5G},{DPYSL5},{EIF2B4},{EMILIN1},{FNDC4},{GCKR},{GPN1},{GTF3C2},{IFT172},{KCNK3},{KHK},{KRTCAP3},{MAPRE3},{MPV17},{NRBP1},{OST4},{PPM1G},{PREB},{PRR30},{SLC30A3},{SLC35F6},{SLC4A1AP},{SLC5A6},{SNX17},{SUPT7L},{TCF23},{TMEM214},{TRIM54},{UCN},{ZNF512},{ZNF513}"	"{ENSG00000084693},{ENSG00000084734},{ENSG00000084764},{ENSG00000084774},{ENSG00000115163},{ENSG00000115194},{ENSG00000115204},{ENSG00000115207},{ENSG00000115211},{ENSG00000115216},{ENSG00000115226},{ENSG00000115234},{ENSG00000115241},{ENSG00000119760},{ENSG00000119777},{ENSG00000138002},{ENSG00000138028},{ENSG00000138030},{ENSG00000138073},{ENSG00000138074},{ENSG00000138080},{ENSG00000138085},{ENSG00000138100},{ENSG00000143994},{ENSG00000157851},{ENSG00000157992},{ENSG00000163792},{ENSG00000163793},{ENSG00000163794},{ENSG00000163795},{ENSG00000163798},{ENSG00000171303},{ENSG00000176714},{ENSG00000186143},{ENSG00000198522},{ENSG00000213699},{ENSG00000221843},{ENSG00000228474},{ENSG00000243943}"
167	"Anxiety Disorders"	"{CNOT1},{GINS3},{GOT2},{NDRG4},{SETD6},{SLC38A7}"	"{ENSG00000103034},{ENSG00000103037},{ENSG00000103042},{ENSG00000125107},{ENSG00000125166},{ENSG00000181938}"
168	"Osteosarcoma"	"{CACNA1D},{DCP1A},{ENSG00000243696},{ENSG00000272305},{ITIH1},{ITIH3},{ITIH4},{MUSTN1},{NEK4},{PRKCD},{RFT1},{SFMBT1},{STIMATE},{STIMATE-MUSTN1},{TKT}"	"{ENSG00000055955},{ENSG00000055957},{ENSG00000114904},{ENSG00000157388},{ENSG00000162267},{ENSG00000163931},{ENSG00000163932},{ENSG00000163933},{ENSG00000163935},{ENSG00000213533},{ENSG00000243696},{ENSG00000248592},{ENSG00000272305},{ENSG00000272573},{ENSG00000272886}"
169	"Polymyalgia Rheumatica"	"{ANKRD63},{BAHD1},{BMF},{BUB1B},{BUB1B-PAK6},{C15orf62},{CCDC32},{CCDC9B},{CHST14},{DISP2},{DNAJC17},{EIF2AK4},{GCHFR},{GPR176},{INAFM2},{IVD},{KNL1},{KNSTRN},{PAK6},{PHGR1},{PLCB2},{PPP1R14D},{RAD51},{RHOV},{RMDN3},{RPUSD2},{SPINT1},{SRP14},{VPS18},{ZFYVE19}"	"{ENSG00000051180},{ENSG00000104081},{ENSG00000104129},{ENSG00000104140},{ENSG00000104142},{ENSG00000128829},{ENSG00000128891},{ENSG00000128928},{ENSG00000128944},{ENSG00000137812},{ENSG00000137824},{ENSG00000137841},{ENSG00000137843},{ENSG00000137880},{ENSG00000140319},{ENSG00000140320},{ENSG00000140323},{ENSG00000156970},{ENSG00000166073},{ENSG00000166133},{ENSG00000166140},{ENSG00000166143},{ENSG00000166145},{ENSG00000169105},{ENSG00000188277},{ENSG00000188549},{ENSG00000230778},{ENSG00000233041},{ENSG00000259288},{ENSG00000259330}"
170	"Eosinophil count"	"{ADCK5},{ARHGAP39},{BOP1},{C8orf82},{CCDC166},{CPSF1},{CYC1},{DGAT1},{ENSG00000271698},{ENSG00000290230},{ENSG00000291316},{EPPK1},{EXOSC4},{FAM83H},{FBXL6},{FOXH1},{GFUS},{GPAA1},{GPT},{GRINA},{HGH1},{HSF1},{IQANK1},{KIFC2},{LRRC14},{LRRC24},{MAF1},{MAPK15},{MFSD3},{MROH1},{NRBP2},{OPLAH},{PARP10},{PLEC},{PPP1R16A},{PUF60},{PYCR3},{RECQL4},{SCRIB},{SCRT1},{SCX},{SHARPIN},{SLC39A4},{SLC52A2},{SPATC1},{TMEM249},{TMEM276},{TONSL},{VPS28},{WDR97},{ZFTRAF1},{ZNF623},{ZNF707}"	"{ENSG00000071894},{ENSG00000104522},{ENSG00000104524},{ENSG00000147799},{ENSG00000147804},{ENSG00000160948},{ENSG00000160949},{ENSG00000160957},{ENSG00000160959},{ENSG00000160972},{ENSG00000160973},{ENSG00000167700},{ENSG00000167701},{ENSG00000167702},{ENSG00000173137},{ENSG00000178209},{ENSG00000178685},{ENSG00000178719},{ENSG00000178814},{ENSG00000178896},{ENSG00000179091},{ENSG00000179526},{ENSG00000179632},{ENSG00000179698},{ENSG00000179832},{ENSG00000179950},{ENSG00000180900},{ENSG00000180921},{ENSG00000181085},{ENSG00000181135},{ENSG00000182325},{ENSG00000183309},{ENSG00000185000},{ENSG00000185122},{ENSG00000185189},{ENSG00000185803},{ENSG00000186583},{ENSG00000187954},{ENSG00000197858},{ENSG00000203499},{ENSG00000213563},{ENSG00000235173},{ENSG00000254402},{ENSG00000255181},{ENSG00000260428},{ENSG00000261150},{ENSG00000261236},{ENSG00000261587},{ENSG00000261678},{ENSG00000271698},{ENSG00000290230},{ENSG00000291316},{ENSG00000291317}"
171	"Hyperammonemia"	"{BICRA},{BSPH1},{CABP5},{CARD8},{CRX},{DHX34},{EHD2},{ELSPBP1},{EMP3},{KPTN},{LIG1},{MEIS3},{NAPA},{NOP53},{ODAD1},{PLA2G4C},{SELENOW},{SLC8A2},{SULT2A1},{SYNGR4},{TMEM143},{TPRX1},{TPRX2},{ZNF114},{ZNF541},{ZSWIM9}"	"{ENSG00000024422},{ENSG00000063169},{ENSG00000105373},{ENSG00000105392},{ENSG00000105398},{ENSG00000105402},{ENSG00000105419},{ENSG00000105467},{ENSG00000105479},{ENSG00000105483},{ENSG00000105486},{ENSG00000105499},{ENSG00000105507},{ENSG00000118156},{ENSG00000118160},{ENSG00000118162},{ENSG00000134815},{ENSG00000142227},{ENSG00000161558},{ENSG00000169393},{ENSG00000178150},{ENSG00000178928},{ENSG00000178980},{ENSG00000185453},{ENSG00000188334},{ENSG00000259009}"
172	"Body weight"	"{KBTBD8},{SUCLG2}"	"{ENSG00000163376},{ENSG00000172340}"
173	"Metabolite levels (glycocholenate sulfate)"	"{ATPAF1},{CMPK1},{CYP4A11},{CYP4A22},{CYP4B1},{CYP4X1},{CYP4Z1},{DMBX1},{EFCAB14},{FAAH},{KNCN},{MKNK1},{MOB3C},{PDZK1IP1},{STIL},{TAL1},{TEX38},{TMEM275}"	"{ENSG00000079277},{ENSG00000117480},{ENSG00000123472},{ENSG00000123473},{ENSG00000142961},{ENSG00000142973},{ENSG00000159658},{ENSG00000162365},{ENSG00000162366},{ENSG00000162367},{ENSG00000162368},{ENSG00000162456},{ENSG00000186118},{ENSG00000186160},{ENSG00000186377},{ENSG00000187048},{ENSG00000197587},{ENSG00000282881}"
174	"Erectile Dysfunction"	"{CAMK2N1},{CDA},{DDOST},{EIF4G3},{FAM43B},{HP1BP3},{KIF17},{MUL1},{PINK1},{PLA2G2C},{PLA2G2D},{PLA2G2F},{PLA2G5},{SH2D5},{UBXN10},{VWA5B1}"	"{ENSG00000075151},{ENSG00000090432},{ENSG00000117215},{ENSG00000117245},{ENSG00000127472},{ENSG00000127483},{ENSG00000158786},{ENSG00000158816},{ENSG00000158825},{ENSG00000158828},{ENSG00000162543},{ENSG00000162545},{ENSG00000183114},{ENSG00000187980},{ENSG00000189410},{ENSG00000244038}"
175	"Sleep Disorders, Circadian Rhythm"	"{ABCA13},{C7orf57},{HUS1},{PKD1L1},{SUN3},{TNS3},{UPP1}"	"{ENSG00000136205},{ENSG00000136273},{ENSG00000158683},{ENSG00000164744},{ENSG00000164746},{ENSG00000179869},{ENSG00000183696}"
176	"Peptic Ulcer"	"{ACR},{ADM2},{ARSA},{CHKB},{CHKB-CPT1B},{CPT1B},{DENND6B},{HDAC10},{KLHDC7B},{LMF2},{MAPK11},{MAPK12},{MAPK8IP2},{MIOX},{MLC1},{MOV10L1},{NCAPH2},{ODF3B},{PANX2},{PLXNB2},{PPP6R2},{RABL2B},{SBF1},{SCO2},{SELENOO},{SHANK3},{SYCE3},{TRABD},{TTLL8},{TUBGCP6},{TYMP}"	"{ENSG00000008735},{ENSG00000025708},{ENSG00000025770},{ENSG00000073146},{ENSG00000073150},{ENSG00000073169},{ENSG00000079974},{ENSG00000100239},{ENSG00000100241},{ENSG00000100253},{ENSG00000100258},{ENSG00000100288},{ENSG00000100299},{ENSG00000100312},{ENSG00000100427},{ENSG00000100429},{ENSG00000128159},{ENSG00000128165},{ENSG00000130487},{ENSG00000138892},{ENSG00000170638},{ENSG00000177989},{ENSG00000185386},{ENSG00000188130},{ENSG00000196576},{ENSG00000205560},{ENSG00000205593},{ENSG00000217442},{ENSG00000251322},{ENSG00000254413},{ENSG00000284194}"
177	"Metabolite levels (orotate; cmh_orotate; Orotate)"	"{CUBN},{HACD1},{RSU1},{ST8SIA6},{TRDMT1},{VIM}"	"{ENSG00000026025},{ENSG00000107611},{ENSG00000107614},{ENSG00000148484},{ENSG00000148488},{ENSG00000165996}"
178	"Rhinitis, Allergic, Seasonal"	"{CD93},{FOXA2},{SSTR4},{THBD}"	"{ENSG00000125798},{ENSG00000125810},{ENSG00000132671},{ENSG00000178726}"
179	"Acute Coronary Syndrome"	"{AKAP7},{ARG1},{CCN2},{CTAGE9},{ENPP1},{ENPP3},{MED23},{OR2A4}"	"{ENSG00000112282},{ENSG00000118507},{ENSG00000118520},{ENSG00000118523},{ENSG00000154269},{ENSG00000180658},{ENSG00000197594},{ENSG00000236761}"
180	"Eye Infections"	"{TMPRSS11E},{UGT2A3},{UGT2B10},{UGT2B11},{UGT2B15},{UGT2B17},{UGT2B28},{UGT2B7},{YTHDC1}"	"{ENSG00000083896},{ENSG00000087128},{ENSG00000109181},{ENSG00000135220},{ENSG00000135226},{ENSG00000171234},{ENSG00000196620},{ENSG00000197888},{ENSG00000213759}"
181	"Sexual Dysfunction, Physiological"	"{BFSP2},{CDV3},{RAB6B},{RYK},{SLCO2A1},{SRPRB},{TF},{TMEM108},{TOPBP1}"	"{ENSG00000091513},{ENSG00000091527},{ENSG00000144867},{ENSG00000144868},{ENSG00000154917},{ENSG00000163781},{ENSG00000163785},{ENSG00000170819},{ENSG00000174640}"
