"row_number"	"description"	"symbol_gene_string"	"ensembl_gene_string"
165	"Hypothyroidism"	"{AHI1},{ALDH8A1},{HBS1L},{MYB}"	"{ENSG00000112339},{ENSG00000118513},{ENSG00000118514},{ENSG00000135541}"
166	"Hidradenitis Suppurativa"	"{AHI1},{ALDH8A1},{HBS1L},{MYB},{PDE7B}"	"{ENSG00000112339},{ENSG00000118513},{ENSG00000118514},{ENSG00000135541},{ENSG00000171408}"
167	"Breast Neoplasms"	"{AHI1},{ALDH8A1},{HBS1L},{MYB}"	"{ENSG00000112339},{ENSG00000118513},{ENSG00000118514},{ENSG00000135541}"
168	"metabolite ratio (Ala/Asp) (L-Alanine / L-Asparagine)"	"{AHI1},{ALDH8A1},{HBS1L},{MYB}"	"{ENSG00000112339},{ENSG00000118513},{ENSG00000118514},{ENSG00000135541}"
169	"Atrophic Vaginitis"	"{AHI1},{ALDH8A1},{HBS1L},{MYB},{PDE7B}"	"{ENSG00000112339},{ENSG00000118513},{ENSG00000118514},{ENSG00000135541},{ENSG00000171408}"
170	"Cotinine glucuronidation (Cotinine glucuronide)"	"{BMP6},{CAGE1},{DSP},{RIOK1},{RREB1},{SNRNP48},{SSR1}"	"{ENSG00000096696},{ENSG00000124782},{ENSG00000124783},{ENSG00000124784},{ENSG00000153162},{ENSG00000164304},{ENSG00000168566}"
171	"treatment: statin use (low density lipoprotein cholesterol measurement)"	"{BMP6},{CAGE1},{DSP},{RIOK1},{RREB1},{SNRNP48},{SSR1}"	"{ENSG00000096696},{ENSG00000124782},{ENSG00000124783},{ENSG00000124784},{ENSG00000153162},{ENSG00000164304},{ENSG00000168566}"
172	"Lysosomal acid lipase deficiency"	"{ABT1},{BTN1A1},{BTN2A1},{BTN2A2},{BTN3A1},{BTN3A2},{BTN3A3},{CARMIL1},{ENSG00000282988},{ENSG00000290217},{H1-1},{H1-2},{H1-3},{H1-4},{H1-6},{H2AC1},{H2AC4},{H2AC6},{H2AC7},{H2AC8},{H2BC1},{H2BC10},{H2BC3},{H2BC4},{H2BC5},{H2BC6},{H2BC7},{H2BC8},{H2BC9},{H3C1},{H3C2},{H3C3},{H3C4},{H3C6},{H3C7},{H3C8},{H4C1},{H4C2},{H4C3},{H4C4},{H4C5},{H4C6},{H4C7},{H4C8},{HFE},{HMGN4},{SCGN},{SLC17A1},{SLC17A2},{SLC17A3},{SLC17A4},{TRIM38}"	"{ENSG00000010704},{ENSG00000026950},{ENSG00000079689},{ENSG00000079691},{ENSG00000111801},{ENSG00000112337},{ENSG00000112343},{ENSG00000112763},{ENSG00000124508},{ENSG00000124557},{ENSG00000124564},{ENSG00000124568},{ENSG00000124575},{ENSG00000124610},{ENSG00000146039},{ENSG00000146047},{ENSG00000146109},{ENSG00000158373},{ENSG00000158406},{ENSG00000164508},{ENSG00000168298},{ENSG00000180573},{ENSG00000180596},{ENSG00000182952},{ENSG00000186470},{ENSG00000187475},{ENSG00000187837},{ENSG00000196866},{ENSG00000197061},{ENSG00000197409},{ENSG00000273802},{ENSG00000273983},{ENSG00000274290},{ENSG00000274618},{ENSG00000274750},{ENSG00000275663},{ENSG00000275713},{ENSG00000275714},{ENSG00000276410},{ENSG00000276966},{ENSG00000277075},{ENSG00000277157},{ENSG00000277224},{ENSG00000277775},{ENSG00000278463},{ENSG00000278588},{ENSG00000278637},{ENSG00000278705},{ENSG00000282988},{ENSG00000286522},{ENSG00000287080},{ENSG00000290217}"
173	"Thrombocytopenia"	"{ABT1},{BTN1A1},{BTN2A1},{BTN2A2},{BTN3A1},{BTN3A2},{BTN3A3},{CARMIL1},{ENSG00000282988},{ENSG00000290217},{H1-1},{H1-2},{H1-3},{H1-4},{H1-6},{H2AC1},{H2AC4},{H2AC6},{H2AC7},{H2AC8},{H2BC1},{H2BC10},{H2BC3},{H2BC4},{H2BC5},{H2BC6},{H2BC7},{H2BC8},{H2BC9},{H3C1},{H3C2},{H3C3},{H3C4},{H3C6},{H3C7},{H3C8},{H4C1},{H4C2},{H4C3},{H4C4},{H4C5},{H4C6},{H4C7},{H4C8},{HFE},{HMGN4},{SCGN},{SLC17A1},{SLC17A2},{SLC17A3},{SLC17A4},{TRIM38}"	"{ENSG00000010704},{ENSG00000026950},{ENSG00000079689},{ENSG00000079691},{ENSG00000111801},{ENSG00000112337},{ENSG00000112343},{ENSG00000112763},{ENSG00000124508},{ENSG00000124557},{ENSG00000124564},{ENSG00000124568},{ENSG00000124575},{ENSG00000124610},{ENSG00000146039},{ENSG00000146047},{ENSG00000146109},{ENSG00000158373},{ENSG00000158406},{ENSG00000164508},{ENSG00000168298},{ENSG00000180573},{ENSG00000180596},{ENSG00000182952},{ENSG00000186470},{ENSG00000187475},{ENSG00000187837},{ENSG00000196866},{ENSG00000197061},{ENSG00000197409},{ENSG00000273802},{ENSG00000273983},{ENSG00000274290},{ENSG00000274618},{ENSG00000274750},{ENSG00000275663},{ENSG00000275713},{ENSG00000275714},{ENSG00000276410},{ENSG00000276966},{ENSG00000277075},{ENSG00000277157},{ENSG00000277224},{ENSG00000277775},{ENSG00000278463},{ENSG00000278588},{ENSG00000278637},{ENSG00000278705},{ENSG00000282988},{ENSG00000286522},{ENSG00000287080},{ENSG00000290217}"
174	"Lymphangioleiomyomatosis"	"{ABT1},{BTN1A1},{BTN2A1},{BTN2A2},{BTN3A1},{BTN3A2},{BTN3A3},{CARMIL1},{ENSG00000282988},{ENSG00000290217},{H1-1},{H1-2},{H1-3},{H1-4},{H1-6},{H2AC1},{H2AC4},{H2AC6},{H2AC7},{H2AC8},{H2BC1},{H2BC10},{H2BC3},{H2BC4},{H2BC5},{H2BC6},{H2BC7},{H2BC8},{H2BC9},{H3C1},{H3C2},{H3C3},{H3C4},{H3C6},{H3C7},{H3C8},{H4C1},{H4C2},{H4C3},{H4C4},{H4C5},{H4C6},{H4C7},{H4C8},{HFE},{HMGN4},{SCGN},{SLC17A1},{SLC17A2},{SLC17A3},{SLC17A4},{TRIM38}"	"{ENSG00000010704},{ENSG00000026950},{ENSG00000079689},{ENSG00000079691},{ENSG00000111801},{ENSG00000112337},{ENSG00000112343},{ENSG00000112763},{ENSG00000124508},{ENSG00000124557},{ENSG00000124564},{ENSG00000124568},{ENSG00000124575},{ENSG00000124610},{ENSG00000146039},{ENSG00000146047},{ENSG00000146109},{ENSG00000158373},{ENSG00000158406},{ENSG00000164508},{ENSG00000168298},{ENSG00000180573},{ENSG00000180596},{ENSG00000182952},{ENSG00000186470},{ENSG00000187475},{ENSG00000187837},{ENSG00000196866},{ENSG00000197061},{ENSG00000197409},{ENSG00000273802},{ENSG00000273983},{ENSG00000274290},{ENSG00000274618},{ENSG00000274750},{ENSG00000275663},{ENSG00000275713},{ENSG00000275714},{ENSG00000276410},{ENSG00000276966},{ENSG00000277075},{ENSG00000277157},{ENSG00000277224},{ENSG00000277775},{ENSG00000278463},{ENSG00000278588},{ENSG00000278637},{ENSG00000278705},{ENSG00000282988},{ENSG00000286522},{ENSG00000287080},{ENSG00000290217}"
175	"Primary Myelofibrosis"	"{BTN1A1},{BTN2A1},{BTN2A2},{BTN3A1},{BTN3A2},{BTN3A3},{CARMIL1},{ENSG00000282988},{ENSG00000290217},{H1-1},{H1-2},{H1-3},{H1-4},{H1-6},{H2AC1},{H2AC4},{H2AC6},{H2AC7},{H2AC8},{H2BC1},{H2BC10},{H2BC3},{H2BC4},{H2BC5},{H2BC6},{H2BC7},{H2BC8},{H2BC9},{H3C1},{H3C2},{H3C3},{H3C4},{H3C6},{H3C7},{H3C8},{H4C1},{H4C2},{H4C3},{H4C4},{H4C5},{H4C6},{H4C7},{H4C8},{HFE},{HMGN4},{SCGN},{SLC17A1},{SLC17A2},{SLC17A3},{SLC17A4},{TRIM38}"	"{ENSG00000010704},{ENSG00000026950},{ENSG00000079689},{ENSG00000079691},{ENSG00000111801},{ENSG00000112337},{ENSG00000112343},{ENSG00000112763},{ENSG00000124508},{ENSG00000124557},{ENSG00000124564},{ENSG00000124568},{ENSG00000124575},{ENSG00000124610},{ENSG00000146039},{ENSG00000146047},{ENSG00000158373},{ENSG00000158406},{ENSG00000164508},{ENSG00000168298},{ENSG00000180573},{ENSG00000180596},{ENSG00000182952},{ENSG00000186470},{ENSG00000187475},{ENSG00000187837},{ENSG00000196866},{ENSG00000197061},{ENSG00000197409},{ENSG00000273802},{ENSG00000273983},{ENSG00000274290},{ENSG00000274618},{ENSG00000274750},{ENSG00000275663},{ENSG00000275713},{ENSG00000275714},{ENSG00000276410},{ENSG00000276966},{ENSG00000277075},{ENSG00000277157},{ENSG00000277224},{ENSG00000277775},{ENSG00000278463},{ENSG00000278588},{ENSG00000278637},{ENSG00000278705},{ENSG00000282988},{ENSG00000286522},{ENSG00000287080},{ENSG00000290217}"
176	"White blood cell count"	"{ABT1},{BTN1A1},{BTN2A1},{BTN2A2},{BTN3A1},{BTN3A2},{BTN3A3},{CARMIL1},{ENSG00000282988},{ENSG00000290217},{H1-1},{H1-2},{H1-3},{H1-4},{H1-6},{H2AC1},{H2AC4},{H2AC6},{H2AC7},{H2AC8},{H2BC1},{H2BC10},{H2BC3},{H2BC4},{H2BC5},{H2BC6},{H2BC7},{H2BC8},{H2BC9},{H3C1},{H3C2},{H3C3},{H3C4},{H3C6},{H3C7},{H3C8},{H4C1},{H4C2},{H4C3},{H4C4},{H4C5},{H4C6},{H4C7},{H4C8},{HFE},{HMGN4},{SCGN},{SLC17A1},{SLC17A2},{SLC17A3},{SLC17A4},{TRIM38}"	"{ENSG00000010704},{ENSG00000026950},{ENSG00000079689},{ENSG00000079691},{ENSG00000111801},{ENSG00000112337},{ENSG00000112343},{ENSG00000112763},{ENSG00000124508},{ENSG00000124557},{ENSG00000124564},{ENSG00000124568},{ENSG00000124575},{ENSG00000124610},{ENSG00000146039},{ENSG00000146047},{ENSG00000146109},{ENSG00000158373},{ENSG00000158406},{ENSG00000164508},{ENSG00000168298},{ENSG00000180573},{ENSG00000180596},{ENSG00000182952},{ENSG00000186470},{ENSG00000187475},{ENSG00000187837},{ENSG00000196866},{ENSG00000197061},{ENSG00000197409},{ENSG00000273802},{ENSG00000273983},{ENSG00000274290},{ENSG00000274618},{ENSG00000274750},{ENSG00000275663},{ENSG00000275713},{ENSG00000275714},{ENSG00000276410},{ENSG00000276966},{ENSG00000277075},{ENSG00000277157},{ENSG00000277224},{ENSG00000277775},{ENSG00000278463},{ENSG00000278588},{ENSG00000278637},{ENSG00000278705},{ENSG00000282988},{ENSG00000286522},{ENSG00000287080},{ENSG00000290217}"
177	"Blood metabolite levels (hypoxanthine)"	"{ABT1},{BTN1A1},{BTN2A1},{BTN2A2},{BTN3A1},{BTN3A2},{BTN3A3},{CARMIL1},{ENSG00000282988},{ENSG00000290217},{H1-1},{H1-2},{H1-3},{H1-4},{H1-6},{H2AC1},{H2AC4},{H2AC6},{H2AC7},{H2AC8},{H2BC1},{H2BC10},{H2BC3},{H2BC4},{H2BC5},{H2BC6},{H2BC7},{H2BC8},{H2BC9},{H3C1},{H3C2},{H3C3},{H3C4},{H3C6},{H3C7},{H3C8},{H4C1},{H4C2},{H4C3},{H4C4},{H4C5},{H4C6},{H4C7},{H4C8},{HFE},{HMGN4},{SCGN},{SLC17A1},{SLC17A2},{SLC17A3},{SLC17A4},{TRIM38}"	"{ENSG00000010704},{ENSG00000026950},{ENSG00000079689},{ENSG00000079691},{ENSG00000111801},{ENSG00000112337},{ENSG00000112343},{ENSG00000112763},{ENSG00000124508},{ENSG00000124557},{ENSG00000124564},{ENSG00000124568},{ENSG00000124575},{ENSG00000124610},{ENSG00000146039},{ENSG00000146047},{ENSG00000146109},{ENSG00000158373},{ENSG00000158406},{ENSG00000164508},{ENSG00000168298},{ENSG00000180573},{ENSG00000180596},{ENSG00000182952},{ENSG00000186470},{ENSG00000187475},{ENSG00000187837},{ENSG00000196866},{ENSG00000197061},{ENSG00000197409},{ENSG00000273802},{ENSG00000273983},{ENSG00000274290},{ENSG00000274618},{ENSG00000274750},{ENSG00000275663},{ENSG00000275713},{ENSG00000275714},{ENSG00000276410},{ENSG00000276966},{ENSG00000277075},{ENSG00000277157},{ENSG00000277224},{ENSG00000277775},{ENSG00000278463},{ENSG00000278588},{ENSG00000278637},{ENSG00000278705},{ENSG00000282988},{ENSG00000286522},{ENSG00000287080},{ENSG00000290217}"
178	"Neoplasms, Connective Tissue"	"{ABT1},{BTN1A1},{BTN2A1},{BTN2A2},{BTN3A1},{BTN3A2},{BTN3A3},{CARMIL1},{ENSG00000282988},{ENSG00000290217},{H1-1},{H1-2},{H1-3},{H1-4},{H1-6},{H2AC1},{H2AC4},{H2AC6},{H2AC7},{H2AC8},{H2BC1},{H2BC10},{H2BC3},{H2BC4},{H2BC5},{H2BC6},{H2BC7},{H2BC8},{H2BC9},{H3C1},{H3C2},{H3C3},{H3C4},{H3C6},{H3C7},{H3C8},{H4C1},{H4C2},{H4C3},{H4C4},{H4C5},{H4C6},{H4C7},{H4C8},{HFE},{HMGN4},{SCGN},{SLC17A1},{SLC17A2},{SLC17A3},{SLC17A4},{TRIM38}"	"{ENSG00000010704},{ENSG00000026950},{ENSG00000079689},{ENSG00000079691},{ENSG00000111801},{ENSG00000112337},{ENSG00000112343},{ENSG00000112763},{ENSG00000124508},{ENSG00000124557},{ENSG00000124564},{ENSG00000124568},{ENSG00000124575},{ENSG00000124610},{ENSG00000146039},{ENSG00000146047},{ENSG00000146109},{ENSG00000158373},{ENSG00000158406},{ENSG00000164508},{ENSG00000168298},{ENSG00000180573},{ENSG00000180596},{ENSG00000182952},{ENSG00000186470},{ENSG00000187475},{ENSG00000187837},{ENSG00000196866},{ENSG00000197061},{ENSG00000197409},{ENSG00000273802},{ENSG00000273983},{ENSG00000274290},{ENSG00000274618},{ENSG00000274750},{ENSG00000275663},{ENSG00000275713},{ENSG00000275714},{ENSG00000276410},{ENSG00000276966},{ENSG00000277075},{ENSG00000277157},{ENSG00000277224},{ENSG00000277775},{ENSG00000278463},{ENSG00000278588},{ENSG00000278637},{ENSG00000278705},{ENSG00000282988},{ENSG00000286522},{ENSG00000287080},{ENSG00000290217}"
179	"Leukemia, Lymphocytic, Chronic, B-Cell"	"{ABHD16A},{AIF1},{APOM},{ATP6V1G2},{ATP6V1G2-DDX39B},{BAG6},{C6orf15},{C6orf47},{CCHCR1},{CDSN},{CLIC1},{CSNK2B},{DDAH2},{DDR1},{DDX39B},{ENSG00000263020},{ENSG00000289282},{ENSG00000291302},{GPANK1},{GTF2H4},{HCG22},{HLA-B},{HLA-C},{HSPA1A},{HSPA1B},{HSPA1L},{LSM2},{LST1},{LTA},{LTB},{LY6G5B},{LY6G5C},{LY6G6C},{LY6G6D},{LY6G6F},{LY6G6F-LY6G6D},{MCCD1},{MICA},{MICB},{MPIG6B},{MSH5},{MSH5-SAPCD1},{MUC21},{MUC22},{MUCL3},{NCR3},{NFKBIL1},{POU5F1},{PRRC2A},{PSORS1C1},{PSORS1C2},{SAPCD1},{SFTA2},{TCF19},{TNF},{VARS1},{VARS2},{VWA7}"	"{ENSG00000137310},{ENSG00000137411},{ENSG00000168631},{ENSG00000196260},{ENSG00000198563},{ENSG00000204388},{ENSG00000204389},{ENSG00000204390},{ENSG00000204392},{ENSG00000204394},{ENSG00000204396},{ENSG00000204410},{ENSG00000204420},{ENSG00000204421},{ENSG00000204424},{ENSG00000204427},{ENSG00000204428},{ENSG00000204435},{ENSG00000204438},{ENSG00000204439},{ENSG00000204444},{ENSG00000204463},{ENSG00000204469},{ENSG00000204472},{ENSG00000204475},{ENSG00000204482},{ENSG00000204498},{ENSG00000204511},{ENSG00000204516},{ENSG00000204520},{ENSG00000204525},{ENSG00000204531},{ENSG00000204536},{ENSG00000204538},{ENSG00000204539},{ENSG00000204540},{ENSG00000204542},{ENSG00000204544},{ENSG00000204580},{ENSG00000213719},{ENSG00000213722},{ENSG00000213760},{ENSG00000213780},{ENSG00000226979},{ENSG00000227507},{ENSG00000228727},{ENSG00000228789},{ENSG00000232810},{ENSG00000234745},{ENSG00000240053},{ENSG00000244355},{ENSG00000250641},{ENSG00000254870},{ENSG00000255152},{ENSG00000261272},{ENSG00000263020},{ENSG00000289282},{ENSG00000291302}"
180	"Triglyceride"	"{IGF2R},{LPA},{MAP3K4},{PLG},{SLC22A1},{SLC22A2},{SLC22A3}"	"{ENSG00000085511},{ENSG00000112499},{ENSG00000122194},{ENSG00000146477},{ENSG00000175003},{ENSG00000197081},{ENSG00000198670}"
181	"lysoPC a C16:0 (LysoPC(16:0))"	"{IGF2R},{LPA},{MAP3K4},{PLG},{SLC22A1},{SLC22A2},{SLC22A3}"	"{ENSG00000085511},{ENSG00000112499},{ENSG00000122194},{ENSG00000146477},{ENSG00000175003},{ENSG00000197081},{ENSG00000198670}"
182	"Pluse pressure"	"{IGF2R},{LPA},{MAP3K4},{PLG},{SLC22A1},{SLC22A2},{SLC22A3}"	"{ENSG00000085511},{ENSG00000112499},{ENSG00000122194},{ENSG00000146477},{ENSG00000175003},{ENSG00000197081},{ENSG00000198670}"
183	"Neuroendocrine Tumors"	"{ABHD16A},{AIF1},{APOM},{ATP6V1G2},{ATP6V1G2-DDX39B},{BAG6},{C6orf15},{C6orf47},{CCHCR1},{CDSN},{CLIC1},{CSNK2B},{DDAH2},{DDR1},{DDX39B},{ENSG00000263020},{ENSG00000289282},{ENSG00000291302},{GPANK1},{GTF2H4},{HCG22},{HLA-B},{HLA-C},{HSPA1A},{HSPA1B},{HSPA1L},{LSM2},{LST1},{LTA},{LTB},{LY6G5B},{LY6G5C},{LY6G6C},{LY6G6D},{LY6G6F},{LY6G6F-LY6G6D},{MCCD1},{MICA},{MICB},{MPIG6B},{MSH5},{MSH5-SAPCD1},{MUC21},{MUC22},{MUCL3},{NCR3},{NFKBIL1},{POU5F1},{PRRC2A},{PSORS1C1},{PSORS1C2},{SAPCD1},{SFTA2},{TCF19},{TNF},{VARS1},{VARS2},{VWA7}"	"{ENSG00000137310},{ENSG00000137411},{ENSG00000168631},{ENSG00000196260},{ENSG00000198563},{ENSG00000204388},{ENSG00000204389},{ENSG00000204390},{ENSG00000204392},{ENSG00000204394},{ENSG00000204396},{ENSG00000204410},{ENSG00000204420},{ENSG00000204421},{ENSG00000204424},{ENSG00000204427},{ENSG00000204428},{ENSG00000204435},{ENSG00000204438},{ENSG00000204439},{ENSG00000204444},{ENSG00000204463},{ENSG00000204469},{ENSG00000204472},{ENSG00000204475},{ENSG00000204482},{ENSG00000204498},{ENSG00000204511},{ENSG00000204516},{ENSG00000204520},{ENSG00000204525},{ENSG00000204531},{ENSG00000204536},{ENSG00000204538},{ENSG00000204539},{ENSG00000204540},{ENSG00000204542},{ENSG00000204544},{ENSG00000204580},{ENSG00000213719},{ENSG00000213722},{ENSG00000213760},{ENSG00000213780},{ENSG00000226979},{ENSG00000227507},{ENSG00000228727},{ENSG00000228789},{ENSG00000232810},{ENSG00000234745},{ENSG00000240053},{ENSG00000244355},{ENSG00000250641},{ENSG00000254870},{ENSG00000255152},{ENSG00000261272},{ENSG00000263020},{ENSG00000289282},{ENSG00000291302}"
184	"Hemoglobin A1c"	"{IGF2R},{LPA},{MAP3K4},{PLG},{SLC22A1},{SLC22A2},{SLC22A3}"	"{ENSG00000085511},{ENSG00000112499},{ENSG00000122194},{ENSG00000146477},{ENSG00000175003},{ENSG00000197081},{ENSG00000198670}"
185	"Tympanic Membrane Perforation"	"{IGF2R},{LPA},{MAP3K4},{PLG},{SLC22A1},{SLC22A2},{SLC22A3}"	"{ENSG00000085511},{ENSG00000112499},{ENSG00000122194},{ENSG00000146477},{ENSG00000175003},{ENSG00000197081},{ENSG00000198670}"
186	"Celiac disease or Rheumatoid arthritis (immune system disease)"	"{IGF2R},{LPA},{MAP3K4},{PLG},{SLC22A1},{SLC22A2},{SLC22A3}"	"{ENSG00000085511},{ENSG00000112499},{ENSG00000122194},{ENSG00000146477},{ENSG00000175003},{ENSG00000197081},{ENSG00000198670}"
187	"L-arginine levels"	"{ABHD16A},{AIF1},{APOM},{ATP6V1G2},{ATP6V1G2-DDX39B},{BAG6},{C6orf15},{C6orf47},{CCHCR1},{CDSN},{CLIC1},{CSNK2B},{DDAH2},{DDR1},{DDX39B},{ENSG00000263020},{ENSG00000289282},{ENSG00000291302},{GPANK1},{GTF2H4},{HCG22},{HLA-B},{HLA-C},{HSPA1A},{HSPA1B},{HSPA1L},{LSM2},{LST1},{LTA},{LTB},{LY6G5B},{LY6G5C},{LY6G6C},{LY6G6D},{LY6G6F},{LY6G6F-LY6G6D},{MCCD1},{MICA},{MICB},{MPIG6B},{MSH5},{MSH5-SAPCD1},{MUC21},{MUC22},{MUCL3},{NCR3},{NFKBIL1},{POU5F1},{PRRC2A},{PSORS1C1},{PSORS1C2},{SAPCD1},{SFTA2},{TCF19},{TNF},{VARS1},{VARS2},{VWA7}"	"{ENSG00000137310},{ENSG00000137411},{ENSG00000168631},{ENSG00000196260},{ENSG00000198563},{ENSG00000204388},{ENSG00000204389},{ENSG00000204390},{ENSG00000204392},{ENSG00000204394},{ENSG00000204396},{ENSG00000204410},{ENSG00000204420},{ENSG00000204421},{ENSG00000204424},{ENSG00000204427},{ENSG00000204428},{ENSG00000204435},{ENSG00000204438},{ENSG00000204439},{ENSG00000204444},{ENSG00000204463},{ENSG00000204469},{ENSG00000204472},{ENSG00000204475},{ENSG00000204482},{ENSG00000204498},{ENSG00000204511},{ENSG00000204516},{ENSG00000204520},{ENSG00000204525},{ENSG00000204531},{ENSG00000204536},{ENSG00000204538},{ENSG00000204539},{ENSG00000204540},{ENSG00000204542},{ENSG00000204544},{ENSG00000204580},{ENSG00000213719},{ENSG00000213722},{ENSG00000213760},{ENSG00000213780},{ENSG00000226979},{ENSG00000227507},{ENSG00000228727},{ENSG00000228789},{ENSG00000232810},{ENSG00000234745},{ENSG00000240053},{ENSG00000244355},{ENSG00000250641},{ENSG00000254870},{ENSG00000255152},{ENSG00000261272},{ENSG00000263020},{ENSG00000289282},{ENSG00000291302}"
188	"Inflammation"	"{CASTOR2},{CCL24},{CCL26},{GTF2IRD2B},{HIP1},{POM121C},{POR},{RCC1L},{RHBDD2},{SPDYE13},{SPDYE14},{SPDYE15},{SPDYE5},{TRIM73}"	"{ENSG00000005486},{ENSG00000006606},{ENSG00000106178},{ENSG00000127946},{ENSG00000127948},{ENSG00000170092},{ENSG00000174428},{ENSG00000178809},{ENSG00000272391},{ENSG00000274070},{ENSG00000274523},{ENSG00000286014},{ENSG00000286038},{ENSG00000286137}"
189	"Corneal Injuries"	"{ABCB8},{ABCF2},{ABCF2-H2BK1},{AGAP3},{AOC1},{ASB10},{ASIC3},{ATG9B},{CDK5},{CHPF2},{ENSG00000284691},{ENSG00000288608},{FASTK},{GBX1},{GIMAP1},{GIMAP1-GIMAP5},{GIMAP2},{GIMAP4},{GIMAP5},{GIMAP6},{GIMAP7},{GIMAP8},{H2BK1},{IQCA1L},{KCNH2},{NOS3},{NUB1},{REPIN1},{SLC4A2},{SMARCD3},{TMEM176A},{TMEM176B},{TMUB1},{ZNF775}"	"{ENSG00000002726},{ENSG00000002933},{ENSG00000013374},{ENSG00000033050},{ENSG00000033100},{ENSG00000055118},{ENSG00000082014},{ENSG00000106560},{ENSG00000106565},{ENSG00000133561},{ENSG00000133574},{ENSG00000133612},{ENSG00000146926},{ENSG00000164867},{ENSG00000164885},{ENSG00000164889},{ENSG00000164896},{ENSG00000164897},{ENSG00000164900},{ENSG00000171115},{ENSG00000179144},{ENSG00000181652},{ENSG00000196329},{ENSG00000196456},{ENSG00000197150},{ENSG00000213199},{ENSG00000213203},{ENSG00000214022},{ENSG00000278685},{ENSG00000281887},{ENSG00000284691},{ENSG00000285292},{ENSG00000285480},{ENSG00000288608}"
190	"Glutamine (L-Glutamine)"	"{CPED1},{FAM3C},{ING3},{KCND2},{TSPAN12},{WNT16}"	"{ENSG00000002745},{ENSG00000071243},{ENSG00000106025},{ENSG00000106034},{ENSG00000184408},{ENSG00000196937}"
191	"Purpura, Thrombotic Thrombocytopenic"	"{CPED1},{FAM3C},{ING3},{TSPAN12},{WNT16}"	"{ENSG00000002745},{ENSG00000071243},{ENSG00000106025},{ENSG00000106034},{ENSG00000196937}"
192	"Heart attack   vascular/heart problems diagnosed by doctor (myocardial infarction)"	"{BMP1},{DMTN},{DOK2},{FGF17},{FHIP2B},{GFRA2},{HR},{HRURF},{LGI3},{NPM2},{NUDT18},{PHYHIP},{PIWIL2},{POLR3D},{REEP4},{SFTPC},{SLC39A14},{XPO7}"	"{ENSG00000104635},{ENSG00000130227},{ENSG00000147443},{ENSG00000158806},{ENSG00000158815},{ENSG00000158856},{ENSG00000158863},{ENSG00000168453},{ENSG00000168476},{ENSG00000168481},{ENSG00000168484},{ENSG00000168487},{ENSG00000168490},{ENSG00000168495},{ENSG00000168546},{ENSG00000197181},{ENSG00000275074},{ENSG00000288677}"
193	"Pemphigus"	"{ADCK5},{ARHGAP39},{BOP1},{C8orf82},{CCDC166},{CPSF1},{CYC1},{DGAT1},{EEF1D},{ENSG00000271698},{ENSG00000290230},{ENSG00000291316},{EPPK1},{EXOSC4},{FAM83H},{FBXL6},{FOXH1},{GFUS},{GPAA1},{GPT},{GRINA},{GSDMD},{HGH1},{HSF1},{IQANK1},{KIFC2},{LRRC14},{LRRC24},{MAF1},{MAPK15},{MFSD3},{MROH1},{MROH6},{NAPRT},{NRBP2},{OPLAH},{PARP10},{PLEC},{PPP1R16A},{PUF60},{PYCR3},{RECQL4},{SCRIB},{SCRT1},{SCX},{SHARPIN},{SLC39A4},{SLC52A2},{SPATC1},{TIGD5},{TMEM249},{TMEM276},{TONSL},{VPS28},{WDR97},{ZFTRAF1},{ZNF623},{ZNF707}"	"{ENSG00000071894},{ENSG00000104518},{ENSG00000104522},{ENSG00000104524},{ENSG00000104529},{ENSG00000147799},{ENSG00000147804},{ENSG00000147813},{ENSG00000160948},{ENSG00000160949},{ENSG00000160957},{ENSG00000160959},{ENSG00000160972},{ENSG00000160973},{ENSG00000167700},{ENSG00000167701},{ENSG00000167702},{ENSG00000173137},{ENSG00000178209},{ENSG00000178685},{ENSG00000178719},{ENSG00000178814},{ENSG00000178896},{ENSG00000179091},{ENSG00000179526},{ENSG00000179632},{ENSG00000179698},{ENSG00000179832},{ENSG00000179886},{ENSG00000179950},{ENSG00000180900},{ENSG00000180921},{ENSG00000181085},{ENSG00000181135},{ENSG00000182325},{ENSG00000183309},{ENSG00000185000},{ENSG00000185122},{ENSG00000185189},{ENSG00000185803},{ENSG00000186583},{ENSG00000187954},{ENSG00000197858},{ENSG00000203499},{ENSG00000204839},{ENSG00000213563},{ENSG00000235173},{ENSG00000254402},{ENSG00000255181},{ENSG00000260428},{ENSG00000261150},{ENSG00000261236},{ENSG00000261587},{ENSG00000261678},{ENSG00000271698},{ENSG00000290230},{ENSG00000291316},{ENSG00000291317}"
