"row_number"	"description"	"symbol_gene_string"	"ensembl_gene_string"
184	"treatment with nicorandil (coronary artery disease)"	"{ACP5},{C19orf38},{C19orf52},{C19orf80},{CARM1},{CCDC151},{CCDC159},{CNN1},{DKFZP761J1410},{DNM2},{DOCK6},{ECSIT},{ELAVL3},{ELOF1},{EPOR},{ILF3},{KANK2},{LDLR},{PRKCSH},{QTRT1},{RAB3D},{RGL3},{SLC44A2},{SMARCA4},{SPC24},{SWSAP1},{TMED1},{TMEM205},{TSPAN16},{YIPF2},{ZNF627},{ZNF653}"	"{ENSG00000079805},{ENSG00000099203},{ENSG00000102575},{ENSG00000105514},{ENSG00000105518},{ENSG00000105520},{ENSG00000127616},{ENSG00000129351},{ENSG00000129353},{ENSG00000130158},{ENSG00000130159},{ENSG00000130164},{ENSG00000130165},{ENSG00000130167},{ENSG00000130173},{ENSG00000130175},{ENSG00000130176},{ENSG00000130733},{ENSG00000142444},{ENSG00000142453},{ENSG00000161888},{ENSG00000161914},{ENSG00000173928},{ENSG00000183401},{ENSG00000187266},{ENSG00000196361},{ENSG00000197256},{ENSG00000198003},{ENSG00000198551},{ENSG00000205517},{ENSG00000213339},{ENSG00000214212}"
185	"Thrombasthenia"	"{ACP5},{C19orf38},{C19orf52},{C19orf80},{CARM1},{CCDC151},{CCDC159},{CNN1},{DKFZP761J1410},{DNM2},{DOCK6},{ECSIT},{ELAVL3},{ELOF1},{EPOR},{ILF3},{KANK2},{LDLR},{PRKCSH},{QTRT1},{RAB3D},{RGL3},{SLC44A2},{SMARCA4},{SPC24},{SWSAP1},{TMED1},{TMEM205},{TSPAN16},{YIPF2},{ZNF627},{ZNF653}"	"{ENSG00000079805},{ENSG00000099203},{ENSG00000102575},{ENSG00000105514},{ENSG00000105518},{ENSG00000105520},{ENSG00000127616},{ENSG00000129351},{ENSG00000129353},{ENSG00000130158},{ENSG00000130159},{ENSG00000130164},{ENSG00000130165},{ENSG00000130167},{ENSG00000130173},{ENSG00000130175},{ENSG00000130176},{ENSG00000130733},{ENSG00000142444},{ENSG00000142453},{ENSG00000161888},{ENSG00000161914},{ENSG00000173928},{ENSG00000183401},{ENSG00000187266},{ENSG00000196361},{ENSG00000197256},{ENSG00000198003},{ENSG00000198551},{ENSG00000205517},{ENSG00000213339},{ENSG00000214212}"
186	"Tympanic Membrane Perforation"	"{ACP5},{C19orf38},{C19orf52},{C19orf80},{CARM1},{CCDC151},{CCDC159},{CNN1},{DKFZP761J1410},{DNM2},{DOCK6},{ECSIT},{ELAVL3},{ELOF1},{EPOR},{ILF3},{KANK2},{LDLR},{PRKCSH},{QTRT1},{RAB3D},{RGL3},{SLC44A2},{SMARCA4},{SPC24},{SWSAP1},{TMED1},{TMEM205},{TSPAN16},{YIPF2},{ZNF627},{ZNF653}"	"{ENSG00000079805},{ENSG00000099203},{ENSG00000102575},{ENSG00000105514},{ENSG00000105518},{ENSG00000105520},{ENSG00000127616},{ENSG00000129351},{ENSG00000129353},{ENSG00000130158},{ENSG00000130159},{ENSG00000130164},{ENSG00000130165},{ENSG00000130167},{ENSG00000130173},{ENSG00000130175},{ENSG00000130176},{ENSG00000130733},{ENSG00000142444},{ENSG00000142453},{ENSG00000161888},{ENSG00000161914},{ENSG00000173928},{ENSG00000183401},{ENSG00000187266},{ENSG00000196361},{ENSG00000197256},{ENSG00000198003},{ENSG00000198551},{ENSG00000205517},{ENSG00000213339},{ENSG00000214212}"
187	"Keratosis, Actinic"	"{ACP5},{C19orf38},{C19orf52},{C19orf80},{CARM1},{CCDC151},{CCDC159},{CNN1},{DKFZP761J1410},{DNM2},{DOCK6},{ECSIT},{ELAVL3},{ELOF1},{EPOR},{ILF3},{KANK2},{LDLR},{PRKCSH},{QTRT1},{RAB3D},{RGL3},{SMARCA4},{SPC24},{SWSAP1},{TMED1},{TMEM205},{TSPAN16},{YIPF2},{ZNF627},{ZNF653}"	"{ENSG00000079805},{ENSG00000099203},{ENSG00000102575},{ENSG00000105514},{ENSG00000105518},{ENSG00000105520},{ENSG00000127616},{ENSG00000129351},{ENSG00000130158},{ENSG00000130159},{ENSG00000130164},{ENSG00000130165},{ENSG00000130167},{ENSG00000130173},{ENSG00000130175},{ENSG00000130176},{ENSG00000130733},{ENSG00000142444},{ENSG00000142453},{ENSG00000161888},{ENSG00000161914},{ENSG00000173928},{ENSG00000183401},{ENSG00000187266},{ENSG00000196361},{ENSG00000197256},{ENSG00000198003},{ENSG00000198551},{ENSG00000205517},{ENSG00000213339},{ENSG00000214212}"
188	"Random glucose levels"	"{ACP5},{C19orf38},{C19orf52},{C19orf80},{CARM1},{CCDC151},{CCDC159},{CNN1},{DKFZP761J1410},{DNM2},{DOCK6},{ECSIT},{ELAVL3},{ELOF1},{EPOR},{ILF3},{KANK2},{LDLR},{PRKCSH},{QTRT1},{RAB3D},{RGL3},{SMARCA4},{SPC24},{SWSAP1},{TMED1},{TMEM205},{TSPAN16},{YIPF2},{ZNF627},{ZNF653}"	"{ENSG00000079805},{ENSG00000099203},{ENSG00000102575},{ENSG00000105514},{ENSG00000105518},{ENSG00000105520},{ENSG00000127616},{ENSG00000129351},{ENSG00000130158},{ENSG00000130159},{ENSG00000130164},{ENSG00000130165},{ENSG00000130167},{ENSG00000130173},{ENSG00000130175},{ENSG00000130176},{ENSG00000130733},{ENSG00000142444},{ENSG00000142453},{ENSG00000161888},{ENSG00000161914},{ENSG00000173928},{ENSG00000183401},{ENSG00000187266},{ENSG00000196361},{ENSG00000197256},{ENSG00000198003},{ENSG00000198551},{ENSG00000205517},{ENSG00000213339},{ENSG00000214212}"
189	"Blood metabolite levels (hypoxanthine)"	"{APOC1},{APOC2},{APOC4},{APOE},{BCAM},{BCL3},{BLOC1S3},{CBLC},{CD3EAP},{CEACAM16},{CEACAM19},{CKM},{CLASRP},{CLPTM1},{ERCC1},{ERCC2},{EXOC3L2},{GEMIN7},{IGSF23},{KLC3},{MARK4},{NKPD1},{PPP1R13L},{PPP1R37},{PVR},{PVRL2},{RELB},{TOMM40},{TRAPPC6A},{ZNF180},{ZNF229},{ZNF296}"	"{ENSG00000007047},{ENSG00000007255},{ENSG00000012061},{ENSG00000069399},{ENSG00000073008},{ENSG00000104853},{ENSG00000104856},{ENSG00000104859},{ENSG00000104866},{ENSG00000104879},{ENSG00000104881},{ENSG00000104884},{ENSG00000104892},{ENSG00000117877},{ENSG00000130201},{ENSG00000130202},{ENSG00000130203},{ENSG00000130204},{ENSG00000130208},{ENSG00000142252},{ENSG00000142273},{ENSG00000167383},{ENSG00000167384},{ENSG00000170684},{ENSG00000179846},{ENSG00000186567},{ENSG00000187244},{ENSG00000189114},{ENSG00000213892},{ENSG00000216588},{ENSG00000234906},{ENSG00000267467}"
190	"Neoplasms"	"{APOC1},{APOC2},{APOC4},{APOE},{BCAM},{BCL3},{BLOC1S3},{CBLC},{CD3EAP},{CEACAM16},{CEACAM19},{CKM},{CLASRP},{CLPTM1},{ERCC1},{ERCC2},{EXOC3L2},{GEMIN7},{IGSF23},{KLC3},{MARK4},{NKPD1},{PPP1R13L},{PPP1R37},{PVR},{PVRL2},{RELB},{TOMM40},{TRAPPC6A},{ZNF180},{ZNF229},{ZNF296}"	"{ENSG00000007047},{ENSG00000007255},{ENSG00000012061},{ENSG00000069399},{ENSG00000073008},{ENSG00000104853},{ENSG00000104856},{ENSG00000104859},{ENSG00000104866},{ENSG00000104879},{ENSG00000104881},{ENSG00000104884},{ENSG00000104892},{ENSG00000117877},{ENSG00000130201},{ENSG00000130202},{ENSG00000130203},{ENSG00000130204},{ENSG00000130208},{ENSG00000142252},{ENSG00000142273},{ENSG00000167383},{ENSG00000167384},{ENSG00000170684},{ENSG00000179846},{ENSG00000186567},{ENSG00000187244},{ENSG00000189114},{ENSG00000213892},{ENSG00000216588},{ENSG00000234906},{ENSG00000267467}"
191	"Dry Eye Syndromes"	"{APOC1},{APOC2},{APOC4},{APOE},{BCAM},{BCL3},{BLOC1S3},{CBLC},{CD3EAP},{CEACAM16},{CEACAM19},{CKM},{CLASRP},{CLPTM1},{ERCC1},{ERCC2},{EXOC3L2},{GEMIN7},{IGSF23},{KLC3},{MARK4},{NKPD1},{PPP1R13L},{PPP1R37},{PVR},{PVRL2},{RELB},{TOMM40},{TRAPPC6A},{ZNF180},{ZNF229},{ZNF296}"	"{ENSG00000007047},{ENSG00000007255},{ENSG00000012061},{ENSG00000069399},{ENSG00000073008},{ENSG00000104853},{ENSG00000104856},{ENSG00000104859},{ENSG00000104866},{ENSG00000104879},{ENSG00000104881},{ENSG00000104884},{ENSG00000104892},{ENSG00000117877},{ENSG00000130201},{ENSG00000130202},{ENSG00000130203},{ENSG00000130204},{ENSG00000130208},{ENSG00000142252},{ENSG00000142273},{ENSG00000167383},{ENSG00000167384},{ENSG00000170684},{ENSG00000179846},{ENSG00000186567},{ENSG00000187244},{ENSG00000189114},{ENSG00000213892},{ENSG00000216588},{ENSG00000234906},{ENSG00000267467}"
192	"Metabolite levels (N-acetyltryptophan)"	"{APOC1},{APOC2},{APOC4},{APOE},{BCAM},{BCL3},{BLOC1S3},{CBLC},{CD3EAP},{CEACAM16},{CEACAM19},{CKM},{CLASRP},{CLPTM1},{ERCC1},{ERCC2},{EXOC3L2},{GEMIN7},{IGSF23},{KLC3},{MARK4},{NKPD1},{PPP1R13L},{PPP1R37},{PVR},{PVRL2},{RELB},{TOMM40},{TRAPPC6A},{ZNF180},{ZNF229},{ZNF296}"	"{ENSG00000007047},{ENSG00000007255},{ENSG00000012061},{ENSG00000069399},{ENSG00000073008},{ENSG00000104853},{ENSG00000104856},{ENSG00000104859},{ENSG00000104866},{ENSG00000104879},{ENSG00000104881},{ENSG00000104884},{ENSG00000104892},{ENSG00000117877},{ENSG00000130201},{ENSG00000130202},{ENSG00000130203},{ENSG00000130204},{ENSG00000130208},{ENSG00000142252},{ENSG00000142273},{ENSG00000167383},{ENSG00000167384},{ENSG00000170684},{ENSG00000179846},{ENSG00000186567},{ENSG00000187244},{ENSG00000189114},{ENSG00000213892},{ENSG00000216588},{ENSG00000234906},{ENSG00000267467}"
193	"lysoPC a C16:0 (LysoPC(16:0))"	"{AHCYL1},{ALX3},{AMIGO1},{AMPD2},{ATXN7L2},{CSF1},{CYB561D1},{EPS8L3},{GNAI3},{GNAT2},{GPR61},{GSTM1},{GSTM2},{GSTM3},{GSTM4},{GSTM5},{KCNC4},{PSMA5},{SLC6A17},{SORT1},{STRIP1},{SYPL2},{UBL4B}"	"{ENSG00000065135},{ENSG00000116337},{ENSG00000116396},{ENSG00000134183},{ENSG00000134184},{ENSG00000134201},{ENSG00000134202},{ENSG00000134243},{ENSG00000143028},{ENSG00000143093},{ENSG00000143106},{ENSG00000156097},{ENSG00000156150},{ENSG00000162650},{ENSG00000168710},{ENSG00000168765},{ENSG00000174151},{ENSG00000181754},{ENSG00000184371},{ENSG00000186150},{ENSG00000197106},{ENSG00000198758},{ENSG00000213366}"
194	"Metabolite levels (3-aminoisobutyrate; __Aminoisobutyrate)"	"{AHCYL1},{ALX3},{AMIGO1},{AMPD2},{ATXN7L2},{CSF1},{CYB561D1},{EPS8L3},{GNAI3},{GNAT2},{GPR61},{GSTM1},{GSTM2},{GSTM3},{GSTM4},{GSTM5},{KCNC4},{LAMTOR5},{RBM15},{SLC16A4},{SLC6A17},{STRIP1},{SYPL2},{UBL4B}"	"{ENSG00000065135},{ENSG00000116337},{ENSG00000116396},{ENSG00000134183},{ENSG00000134184},{ENSG00000134201},{ENSG00000134202},{ENSG00000134248},{ENSG00000143028},{ENSG00000143093},{ENSG00000156097},{ENSG00000156150},{ENSG00000162650},{ENSG00000162775},{ENSG00000168679},{ENSG00000168710},{ENSG00000168765},{ENSG00000174151},{ENSG00000181754},{ENSG00000184371},{ENSG00000186150},{ENSG00000197106},{ENSG00000198758},{ENSG00000213366}"
195	"Hemangioblastoma"	"{ADAMTSL4},{ANXA9},{APH1A},{ARNT},{BNIPL},{C1orf51},{C1orf54},{C1orf56},{CA14},{CDC42SE1},{CERS2},{CTSK},{CTSS},{ECM1},{ENSA},{FAM63A},{GABPB2},{GOLPH3L},{HORMAD1},{LYSMD1},{MCL1},{MLLT11},{MRPS21},{PIP5K1A},{PRPF3},{PRUNE},{RPRD2},{SCNM1},{SEMA6C},{SETDB1},{TARS2},{TMOD4},{TNFAIP8L2},{VPS72}"	"{ENSG00000117360},{ENSG00000117362},{ENSG00000118292},{ENSG00000118298},{ENSG00000143363},{ENSG00000143369},{ENSG00000143374},{ENSG00000143379},{ENSG00000143382},{ENSG00000143384},{ENSG00000143387},{ENSG00000143398},{ENSG00000143409},{ENSG00000143412},{ENSG00000143418},{ENSG00000143420},{ENSG00000143434},{ENSG00000143437},{ENSG00000143443},{ENSG00000143452},{ENSG00000143457},{ENSG00000143458},{ENSG00000159208},{ENSG00000163125},{ENSG00000163131},{ENSG00000163141},{ENSG00000163154},{ENSG00000163155},{ENSG00000163156},{ENSG00000163157},{ENSG00000163159},{ENSG00000187145},{ENSG00000197622},{ENSG00000213190}"
196	"Accessory basal nucleus volume"	"{ADAMTSL4},{ANP32E},{ANXA9},{APH1A},{ARNT},{BNIPL},{C1orf51},{C1orf54},{C1orf56},{CA14},{CDC42SE1},{CERS2},{CTSK},{CTSS},{ECM1},{ENSA},{FAM63A},{GABPB2},{GOLPH3L},{HORMAD1},{MCL1},{MLLT11},{MRPS21},{PLEKHO1},{PRPF3},{PRUNE},{RPRD2},{SETDB1},{TARS2},{VPS45}"	"{ENSG00000023902},{ENSG00000117360},{ENSG00000117362},{ENSG00000118292},{ENSG00000118298},{ENSG00000136631},{ENSG00000143363},{ENSG00000143369},{ENSG00000143374},{ENSG00000143379},{ENSG00000143382},{ENSG00000143384},{ENSG00000143387},{ENSG00000143401},{ENSG00000143409},{ENSG00000143412},{ENSG00000143418},{ENSG00000143420},{ENSG00000143437},{ENSG00000143443},{ENSG00000143452},{ENSG00000143457},{ENSG00000143458},{ENSG00000159208},{ENSG00000163125},{ENSG00000163131},{ENSG00000163141},{ENSG00000187145},{ENSG00000197622},{ENSG00000213190}"
197	"Lymphoma, Large-Cell, Anaplastic"	"{ADAMTS4},{APOA2},{ATF6},{B4GALT3},{C1orf192},{DUSP12},{FCER1G},{FCGR2A},{FCGR2B},{FCGR3A},{FCGR3B},{FCRLA},{FCRLB},{HSPA6},{MPZ},{NDUFS2},{NOS1AP},{NR1I3},{OLFML2B},{PCP4L1},{PPOX},{SDHC},{TOMM40L}"	"{ENSG00000072694},{ENSG00000081721},{ENSG00000118217},{ENSG00000132185},{ENSG00000143224},{ENSG00000143226},{ENSG00000143252},{ENSG00000143257},{ENSG00000158850},{ENSG00000158859},{ENSG00000158864},{ENSG00000158869},{ENSG00000158874},{ENSG00000158882},{ENSG00000158887},{ENSG00000162745},{ENSG00000162746},{ENSG00000162747},{ENSG00000173110},{ENSG00000188931},{ENSG00000198929},{ENSG00000203747},{ENSG00000248485}"
198	"Celiac disease or Rheumatoid arthritis (immune system disease)"	"{ADAMTS4},{APOA2},{ATF6},{C1orf192},{DUSP12},{FCER1G},{FCGR2A},{FCGR2B},{FCGR3A},{FCGR3B},{FCRLA},{FCRLB},{HSPA6},{MPZ},{NDUFS2},{NOS1AP},{NR1I3},{OLFML2B},{PCP4L1},{SDHC},{TOMM40L}"	"{ENSG00000072694},{ENSG00000081721},{ENSG00000118217},{ENSG00000132185},{ENSG00000143226},{ENSG00000143252},{ENSG00000143257},{ENSG00000158859},{ENSG00000158864},{ENSG00000158869},{ENSG00000158874},{ENSG00000158882},{ENSG00000158887},{ENSG00000162745},{ENSG00000162746},{ENSG00000162747},{ENSG00000173110},{ENSG00000188931},{ENSG00000198929},{ENSG00000203747},{ENSG00000248485}"
199	"L-arginine levels"	"{ATF6},{C1orf192},{DUSP12},{FCGR2A},{FCGR2B},{FCGR3A},{FCGR3B},{FCRLA},{FCRLB},{HSPA6},{MPZ},{NOS1AP},{OLFML2B},{PCP4L1},{SDHC}"	"{ENSG00000072694},{ENSG00000081721},{ENSG00000118217},{ENSG00000132185},{ENSG00000143226},{ENSG00000143252},{ENSG00000158887},{ENSG00000162745},{ENSG00000162746},{ENSG00000162747},{ENSG00000173110},{ENSG00000188931},{ENSG00000198929},{ENSG00000203747},{ENSG00000248485}"
200	"Infertility, Male"	"{EPRS},{LYPLAL1},{SLC30A10}"	"{ENSG00000136628},{ENSG00000143353},{ENSG00000196660}"
201	"Premature Ejaculation"	"{ABCB1},{ABCB4},{ADAM22},{CROT},{DBF4},{DMTF1},{KIAA1324L},{RUNDC3B},{SLC25A40},{TMEM243}"	"{ENSG00000005469},{ENSG00000005471},{ENSG00000006634},{ENSG00000008277},{ENSG00000075303},{ENSG00000085563},{ENSG00000105784},{ENSG00000135164},{ENSG00000135185},{ENSG00000164659}"
202	"Glutamine (L-Glutamine)"	"{CUBN},{MRC1},{MRC1L1},{PTPLA},{ST8SIA6},{STAM},{TMEM236},{TRDMT1},{VIM}"	"{ENSG00000026025},{ENSG00000107611},{ENSG00000107614},{ENSG00000120586},{ENSG00000136738},{ENSG00000148483},{ENSG00000148488},{ENSG00000165996},{ENSG00000183748},{ENSG00000184040}"
203	"Pulmonary Embolism"	"{MRC1},{MRC1L1},{PTPLA},{SLC39A12},{ST8SIA6},{STAM},{TMEM236}"	"{ENSG00000120586},{ENSG00000136738},{ENSG00000148482},{ENSG00000148483},{ENSG00000148488},{ENSG00000165996},{ENSG00000183748},{ENSG00000184040}"
204	"Heart attack   vascular/heart problems diagnosed by doctor (myocardial infarction)"	"{MRC1},{MRC1L1},{PTPLA},{SLC39A12},{ST8SIA6},{STAM},{TMEM236}"	"{ENSG00000120586},{ENSG00000136738},{ENSG00000148482},{ENSG00000148483},{ENSG00000148488},{ENSG00000165996},{ENSG00000183748},{ENSG00000184040}"
205	"Parkinson Disease"	"{MRC1},{MRC1L1},{PTPLA},{SLC39A12},{ST8SIA6},{STAM},{TMEM236}"	"{ENSG00000120586},{ENSG00000136738},{ENSG00000148482},{ENSG00000148483},{ENSG00000148488},{ENSG00000165996},{ENSG00000183748},{ENSG00000184040}"
206	"Pruritus"	"{CACNB2},{MRC1},{MRC1L1},{PTPLA},{SLC39A12},{STAM},{TMEM236}"	"{ENSG00000120586},{ENSG00000136738},{ENSG00000148482},{ENSG00000148483},{ENSG00000165995},{ENSG00000165996},{ENSG00000183748},{ENSG00000184040}"
207	"Urea Cycle Disorders, Inborn"	"{CACNB2},{MRC1},{MRC1L1},{SLC39A12},{TMEM236}"	"{ENSG00000120586},{ENSG00000148482},{ENSG00000148483},{ENSG00000165995},{ENSG00000183748},{ENSG00000184040}"
208	"Multi-trait sex score"	"{CACNB2},{MRC1},{MRC1L1},{SLC39A12},{TMEM236}"	"{ENSG00000120586},{ENSG00000148482},{ENSG00000148483},{ENSG00000165995},{ENSG00000183748},{ENSG00000184040}"
209	"Metabolite levels (cysteine-glutathione disulfide)"	"{ABCC2},{CNNM1},{COX15},{CUTC},{ENTPD7},{GOT1},{HPSE2},{NKX2-3},{SLC25A28}"	"{ENSG00000014919},{ENSG00000023839},{ENSG00000119919},{ENSG00000119929},{ENSG00000119946},{ENSG00000120053},{ENSG00000155287},{ENSG00000172987},{ENSG00000198018}"
210	"Metabolite levels (imidazole lactate; imidazolelactate)"	"{ABCC2},{CNNM1},{COX15},{CUTC},{DNMBP},{ENTPD7},{GOT1},{HPSE2},{NKX2-3},{SLC25A28}"	"{ENSG00000014919},{ENSG00000023839},{ENSG00000107554},{ENSG00000119919},{ENSG00000119929},{ENSG00000119946},{ENSG00000120053},{ENSG00000155287},{ENSG00000172987},{ENSG00000198018}"
211	"Polycystic Ovary Syndrome"	"{ABCC2},{CNNM1},{COX15},{CUTC},{DNMBP},{ENTPD7},{GOT1},{HPSE2},{NKX2-3},{SLC25A28}"	"{ENSG00000014919},{ENSG00000023839},{ENSG00000107554},{ENSG00000119919},{ENSG00000119929},{ENSG00000119946},{ENSG00000120053},{ENSG00000155287},{ENSG00000172987},{ENSG00000198018}"
212	"Reproductive Tract Infections"	"{ABCC2},{CNNM1},{COX15},{CUTC},{DNMBP},{ENTPD7},{GOT1},{HPSE2},{NKX2-3},{SLC25A28}"	"{ENSG00000014919},{ENSG00000023839},{ENSG00000107554},{ENSG00000119919},{ENSG00000119929},{ENSG00000119946},{ENSG00000120053},{ENSG00000155287},{ENSG00000172987},{ENSG00000198018}"
213	"Recurrent respiratory papillomatosis"	"{ABCC2},{CNNM1},{COX15},{CPN1},{CUTC},{DNMBP},{ENTPD7},{GOT1},{HPSE2},{NKX2-3},{SLC25A28}"	"{ENSG00000014919},{ENSG00000023839},{ENSG00000107554},{ENSG00000119919},{ENSG00000119929},{ENSG00000119946},{ENSG00000120053},{ENSG00000120054},{ENSG00000155287},{ENSG00000172987},{ENSG00000198018}"
214	"Phosphorus levels"	"{HBB},{HBD},{HBE1},{HBG1},{HBG2},{OR51B2},{OR51B4},{OR51B5},{OR51B6},{OR51I1},{OR51I2},{OR51J1},{OR51M1},{OR51Q1},{OR51V1},{OR52A1},{OR52B1P},{OR52B2},{OR52B6},{OR52D1},{OR52E4},{OR52E6},{OR52E8},{OR52H1},{OR52L1},{OR52N1},{OR52N2},{OR52N4},{OR52N5},{OR56A1},{OR56A3},{OR56A4},{OR56B1},{OR56B3P},{OR56B4},{TRIM22},{TRIM34},{TRIM5},{TRIM6},{UBQLN3},{UBQLNL}"	"{ENSG00000121236},{ENSG00000132256},{ENSG00000132274},{ENSG00000167359},{ENSG00000167360},{ENSG00000175518},{ENSG00000175520},{ENSG00000176239},{ENSG00000176742},{ENSG00000180909},{ENSG00000180913},{ENSG00000180919},{ENSG00000180934},{ENSG00000180974},{ENSG00000180988},{ENSG00000181001},{ENSG00000181009},{ENSG00000181023},{ENSG00000181074},{ENSG00000181609},{ENSG00000181616},{ENSG00000182070},{ENSG00000183251},{ENSG00000183269},{ENSG00000183313},{ENSG00000183389},{ENSG00000184321},{ENSG00000184478},{ENSG00000184698},{ENSG00000184881},{ENSG00000187747},{ENSG00000187918},{ENSG00000196565},{ENSG00000205409},{ENSG00000213931},{ENSG00000213934},{ENSG00000223609},{ENSG00000242180},{ENSG00000244734},{ENSG00000255307},{ENSG00000258659}"
215	"Eosinophil side scatter"	"{ANO5},{NELL1},{SLC17A6}"	"{ENSG00000091664},{ENSG00000165973},{ENSG00000171714}"
216	"Crohn Disease"	"{CCDC113},{CNOT1},{CSNK2A2},{GINS3},{GOT2},{NDRG4},{PRSS54},{SETD6},{SLC38A7}"	"{ENSG00000070770},{ENSG00000103021},{ENSG00000103023},{ENSG00000103034},{ENSG00000103037},{ENSG00000103042},{ENSG00000125107},{ENSG00000125166},{ENSG00000181938}"
217	"Breast cancer (breast carcinoma)"	"{CCDC113},{CNOT1},{GINS3},{GOT2},{NDRG4},{PRSS54},{SETD6},{SLC38A7}"	"{ENSG00000103021},{ENSG00000103023},{ENSG00000103034},{ENSG00000103037},{ENSG00000103042},{ENSG00000125107},{ENSG00000125166},{ENSG00000181938}"
218	"Red cell distribution width - standard deviation"	"{APOH},{CEP112},{PRKCA}"	"{ENSG00000091583},{ENSG00000154229},{ENSG00000154240}"
219	"Breast carcinoma"	"{APOC1},{APOC2},{APOC4},{APOE},{BCAM},{BCL3},{BLOC1S3},{CBLC},{CD3EAP},{CEACAM16},{CEACAM19},{CKM},{CLASRP},{CLPTM1},{ERCC1},{ERCC2},{EXOC3L2},{GEMIN7},{IGSF23},{KLC3},{MARK4},{NKPD1},{PPP1R13L},{PPP1R37},{PVR},{PVRL2},{RELB},{TOMM40},{TRAPPC6A},{ZNF180},{ZNF229},{ZNF296}"	"{ENSG00000007047},{ENSG00000007255},{ENSG00000012061},{ENSG00000069399},{ENSG00000073008},{ENSG00000104853},{ENSG00000104856},{ENSG00000104859},{ENSG00000104866},{ENSG00000104879},{ENSG00000104881},{ENSG00000104884},{ENSG00000104892},{ENSG00000117877},{ENSG00000130201},{ENSG00000130202},{ENSG00000130203},{ENSG00000130204},{ENSG00000130208},{ENSG00000142252},{ENSG00000142273},{ENSG00000167383},{ENSG00000167384},{ENSG00000170684},{ENSG00000179846},{ENSG00000186567},{ENSG00000187244},{ENSG00000189114},{ENSG00000213892},{ENSG00000216588},{ENSG00000234906},{ENSG00000267467}"
220	"Ovarian cancer (breast carcinoma)"	"{CBX5},{COPZ1},{DCD},{GPR84},{GTSF1},{HNRNPA1},{HOXC10},{HOXC11},{HOXC12},{HOXC13},{HOXC4},{HOXC5},{HOXC6},{HOXC8},{HOXC9},{ITGA5},{LACRT},{NCKAP1L},{NFE2},{PDE1B},{PPP1R1A},{SMUG1},{ZNF385A}"	"{ENSG00000037965},{ENSG00000094916},{ENSG00000111481},{ENSG00000123338},{ENSG00000123360},{ENSG00000123364},{ENSG00000123388},{ENSG00000123405},{ENSG00000123407},{ENSG00000123415},{ENSG00000135413},{ENSG00000135447},{ENSG00000135486},{ENSG00000139572},{ENSG00000161634},{ENSG00000161638},{ENSG00000161642},{ENSG00000170627},{ENSG00000172789},{ENSG00000180806},{ENSG00000180818},{ENSG00000197757},{ENSG00000198353},{ENSG00000273266}"
221	"Blood metabolite levels (X-12100--hydroxytryptophan) (5-Hydroxy-L-tryptophan)"	"{ADAMTS4},{APOA2},{ATF6},{B4GALT3},{C1orf192},{DEDD},{DUSP12},{FCER1G},{FCGR2A},{FCGR2B},{FCGR3A},{FCGR3B},{FCRLA},{FCRLB},{HSPA6},{MPZ},{NDUFS2},{NOS1AP},{NR1I3},{OLFML2B},{PCP4L1},{PPOX},{SDHC},{TOMM40L},{UFC1},{USP21}"	"{ENSG00000072694},{ENSG00000081721},{ENSG00000118217},{ENSG00000132185},{ENSG00000143222},{ENSG00000143224},{ENSG00000143226},{ENSG00000143252},{ENSG00000143257},{ENSG00000143258},{ENSG00000158796},{ENSG00000158850},{ENSG00000158859},{ENSG00000158864},{ENSG00000158869},{ENSG00000158874},{ENSG00000158882},{ENSG00000158887},{ENSG00000162745},{ENSG00000162746},{ENSG00000162747},{ENSG00000173110},{ENSG00000188931},{ENSG00000198929},{ENSG00000203747},{ENSG00000248485}"
222	"wrist fracture (heel bone mineral density)"	"{ASCL4},{BTBD11},{PRDM4},{PWP1},{WSCD2}"	"{ENSG00000075035},{ENSG00000110851},{ENSG00000136045},{ENSG00000151136},{ENSG00000187855}"
223	"Bulimia Nervosa"	"{ASCL4},{BTBD11},{CMKLR1},{PRDM4},{PWP1},{WSCD2}"	"{ENSG00000075035},{ENSG00000110851},{ENSG00000136045},{ENSG00000151136},{ENSG00000174600},{ENSG00000187855}"
224	"wrist fracture"	"{BCL2L10},{CYP19A1},{DMXL2},{GLDN},{GNB5},{LEO1},{LYSMD2},{MAPK6},{SCG3},{TMOD2},{TMOD3}"	"{ENSG00000069956},{ENSG00000069966},{ENSG00000104093},{ENSG00000104112},{ENSG00000128872},{ENSG00000137869},{ENSG00000137875},{ENSG00000138594},{ENSG00000140280},{ENSG00000166477},{ENSG00000186417}"
225	"Hypersensitivity"	"{ACTL9},{ADAMTS10},{ANGPTL4},{CD320},{CERS4},{FBN3},{HNRNPM},{KANK3},{MARCH2},{MBD3L1},{MUC16},{MYO1F},{NDUFA7},{OR2Z1},{PRAM1},{RAB11B},{RPS28},{ZNF414},{ZNF558}"	"{ENSG00000090661},{ENSG00000099783},{ENSG00000099785},{ENSG00000133246},{ENSG00000133250},{ENSG00000142303},{ENSG00000142347},{ENSG00000142449},{ENSG00000167772},{ENSG00000167774},{ENSG00000167775},{ENSG00000167785},{ENSG00000170948},{ENSG00000181143},{ENSG00000181733},{ENSG00000181786},{ENSG00000185236},{ENSG00000186994},{ENSG00000233927},{ENSG00000267855}"
